CustomerID,EventType,EventTimestamp,SessionID,Browser,OS
18130,view,2021-04-14 19:54:08,810360,Edge,iOS
14042,logout,2021-07-26 16:43:06,717728,Firefox,iOS
19843,click,2021-07-30 20:21:23,432651,Firefox,Android
17200,view,2021-03-10 15:05:10,475285,Edge,macOS
13047,purchase,2021-04-30 17:20:25,964957,Edge,iOS
12197,click,2021-03-06 15:23:29,161079,Edge,macOS
18332,purchase,2021-06-16 03:22:04,831220,Safari,iOS
15379,click,2021-03-06 21:33:41,449299,Chrome,macOS
17567,logout,2021-09-04 02:03:16,452132,Firefox,iOS
17141,view,2021-07-23 13:52:36,952038,Safari,iOS
11542,purchase,2021-10-17 07:50:07,402564,Edge,iOS
15001,click,2021-02-25 09:54:41,850451,Safari,Linux
14406,logout,2021-05-17 10:58:39,312861,Opera,Linux
17812,click,2021-09-04 18:51:43,346265,Firefox,iOS
16600,logout,2021-03-22 23:59:27,317915,Edge,Linux
16680,login,2021-03-04 15:22:00,522916,Safari,Linux
19944,click,2021-01-13 12:31:17,418942,Edge,Android
13667,view,2021-04-18 08:44:02,847327,Chrome,Android
14699,login,2021-06-02 22:38:22,383172,Edge,Windows
14016,login,2021-03-16 08:02:07,545320,Firefox,Linux
18759,login,2021-01-25 01:41:21,176151,Opera,macOS
14165,purchase,2021-12-03 00:44:25,181621,Chrome,Windows
18532,logout,2021-05-24 22:46:34,340487,Edge,macOS
13904,view,2021-05-11 12:41:55,622288,Safari,Windows
11339,purchase,2021-05-25 03:39:06,811732,Firefox,macOS
16037,view,2021-11-27 00:55:04,608091,Firefox,Windows
14215,click,2021-11-12 09:17:27,291113,Firefox,macOS
11451,click,2021-06-16 23:12:01,912269,Edge,Android
11053,click,2021-05-05 08:29:56,761905,Chrome,Windows
14996,click,2021-09-10 02:01:36,391784,Opera,iOS
19701,view,2021-05-23 15:59:51,465693,Edge,macOS
12289,logout,2021-09-04 00:19:51,239530,Safari,iOS
17965,logout,2021-03-18 12:40:49,481941,Chrome,Android
18959,login,2021-11-04 20:26:11,425038,Opera,Android
18549,login,2021-06-15 14:27:04,391303,Opera,Windows
15566,logout,2021-04-14 20:19:39,732364,Edge,Linux
19030,click,2021-07-07 03:41:37,488359,Opera,Linux
16864,view,2021-03-28 08:09:35,226966,Chrome,Android
15135,click,2021-07-11 22:47:02,967715,Safari,Android
12976,login,2021-11-05 04:21:49,143329,Safari,Android
10903,login,2021-04-03 15:56:13,271154,Safari,macOS
10967,login,2021-12-26 06:28:56,748297,Opera,Linux
19460,purchase,2021-07-01 11:28:40,310396,Opera,Android
14605,view,2021-09-26 15:00:10,612030,Chrome,Android
10211,click,2021-06-09 18:58:53,779476,Firefox,Linux
11376,login,2021-02-15 22:43:27,671942,Safari,Windows
11583,logout,2021-02-01 22:36:20,650295,Chrome,iOS
11163,login,2021-10-26 01:33:15,334247,Opera,macOS
17833,login,2021-10-19 17:48:59,238591,Opera,Android
12417,view,2021-01-07 01:46:38,203726,Edge,iOS
17636,click,2021-10-12 23:33:29,516042,Opera,macOS
14217,purchase,2021-04-30 15:05:24,573001,Chrome,Linux
11469,view,2021-01-01 03:05:14,416942,Safari,iOS
13726,purchase,2021-10-03 08:42:25,920071,Safari,macOS
17084,login,2021-06-18 11:03:47,900002,Edge,Android
16068,click,2021-04-20 15:00:16,311012,Edge,Windows
12527,view,2021-12-02 11:40:22,971812,Chrome,Windows
10569,click,2021-05-29 17:33:33,899026,Edge,Android
19922,logout,2021-01-14 06:05:03,737866,Edge,macOS
13971,view,2021-11-02 20:58:01,543965,Edge,iOS
13892,click,2021-09-08 02:48:40,426864,Firefox,Android
19860,view,2021-06-09 07:12:31,909731,Safari,macOS
18103,view,2021-02-12 08:45:48,914600,Edge,Linux
13563,click,2021-01-19 14:50:24,397912,Edge,Linux
11803,logout,2021-09-03 07:13:57,586367,Safari,macOS
10960,logout,2021-12-15 10:36:58,170666,Edge,macOS
15144,click,2021-12-29 12:15:11,539520,Opera,Linux
17047,logout,2021-06-12 13:40:48,807143,Edge,macOS
18239,click,2021-09-01 01:18:43,572295,Firefox,Android
17060,login,2021-02-03 19:54:50,455019,Chrome,macOS
13099,click,2021-09-25 17:42:37,134186,Chrome,Windows
19076,logout,2021-06-22 01:58:00,379210,Opera,Android
15317,view,2021-06-05 17:35:44,363401,Edge,iOS
11790,logout,2021-12-19 21:06:24,991512,Edge,iOS
16222,logout,2021-06-01 22:29:26,277841,Safari,Windows
11586,purchase,2021-12-21 19:23:53,484513,Firefox,Android
15983,purchase,2021-02-03 12:11:32,800878,Opera,Windows
11551,click,2021-01-12 20:23:16,763444,Firefox,Linux
18303,purchase,2021-09-25 10:12:44,891716,Chrome,Windows
17190,click,2021-08-26 05:57:56,735427,Chrome,macOS
14259,click,2021-10-04 21:06:44,325672,Chrome,iOS
12491,purchase,2021-02-18 22:55:32,665030,Opera,Windows
11915,login,2021-10-23 18:30:30,252335,Firefox,Windows
18111,login,2021-08-03 21:20:01,989058,Opera,Android
15389,login,2021-02-18 07:16:21,682323,Chrome,macOS
12881,login,2021-05-26 23:45:31,310176,Chrome,macOS
14727,purchase,2021-05-30 21:13:03,107511,Opera,Linux
12661,login,2021-05-02 04:49:06,784278,Firefox,Linux
17346,purchase,2021-03-11 03:57:21,784498,Safari,Android
19089,logout,2021-06-06 09:30:27,129078,Chrome,macOS
15387,view,2021-03-10 04:22:36,727098,Firefox,Windows
18186,purchase,2021-09-21 08:34:42,121758,Edge,Android
11302,view,2021-09-15 00:52:18,499632,Firefox,macOS
10967,logout,2021-12-01 21:38:10,122427,Firefox,Windows
19401,login,2021-10-07 05:26:57,127626,Edge,macOS
15361,view,2021-07-08 05:50:35,158433,Firefox,macOS
15244,view,2021-08-24 06:51:52,163383,Edge,Linux
10139,view,2021-04-29 06:59:26,916358,Edge,Android
18476,purchase,2021-01-11 21:38:50,620550,Edge,Linux
15665,click,2021-02-10 04:21:10,540867,Opera,Windows
12915,login,2021-10-01 02:42:08,300698,Firefox,macOS
19999,click,2021-04-11 22:18:19,137993,Chrome,iOS
14525,view,2021-05-17 03:17:07,931893,Firefox,macOS
10392,login,2021-06-11 16:16:35,853678,Opera,Windows
18952,view,2021-10-30 03:10:57,741060,Firefox,iOS
13880,logout,2021-12-03 22:09:48,144059,Firefox,macOS
18321,click,2021-04-09 17:10:42,843661,Edge,Linux
15294,logout,2021-11-23 20:46:30,411696,Safari,macOS
14009,login,2021-01-26 06:18:21,949146,Safari,Linux
12175,logout,2021-11-29 03:41:05,327610,Opera,iOS
14209,login,2021-06-06 17:51:12,271373,Edge,Windows
13694,logout,2021-04-26 14:47:56,949275,Edge,Android
15516,logout,2021-11-02 16:48:13,684688,Firefox,Android
14585,login,2021-05-12 06:57:02,211163,Edge,macOS
11154,login,2021-11-11 17:40:33,794647,Firefox,Android
11176,logout,2021-10-22 12:25:49,934454,Safari,iOS
19662,click,2021-05-14 14:05:04,315547,Opera,Linux
12226,login,2021-11-20 19:28:28,262325,Opera,Linux
18586,view,2021-12-10 19:36:10,382788,Edge,macOS
13087,click,2021-04-01 04:18:55,988815,Opera,iOS
13382,purchase,2021-10-30 09:47:31,769686,Edge,Linux
19128,view,2021-09-13 20:34:57,307608,Chrome,Android
11386,purchase,2021-05-25 14:37:30,269457,Edge,Windows
11315,logout,2021-09-16 16:21:10,407631,Firefox,iOS
10805,click,2021-08-03 23:37:19,666596,Firefox,Windows
18745,view,2021-12-17 06:41:34,162006,Opera,macOS
16884,purchase,2021-02-15 17:42:55,734947,Edge,Android
17273,logout,2021-11-09 11:20:43,346972,Edge,Windows
13421,purchase,2021-05-01 09:34:17,417333,Edge,Windows
10729,logout,2021-02-08 08:51:25,361794,Chrome,Linux
13817,click,2021-02-23 02:38:41,914032,Safari,Linux
19314,view,2021-08-22 20:05:08,417345,Opera,Android
15159,login,2021-08-03 23:39:15,684598,Opera,Linux
15073,view,2021-12-09 22:05:06,391947,Chrome,Linux
17026,purchase,2021-05-13 03:11:22,393120,Safari,Android
13678,click,2021-01-18 13:39:01,160550,Opera,iOS
19266,purchase,2021-07-02 01:39:59,494470,Opera,iOS
16878,view,2021-09-25 14:57:23,613087,Firefox,Windows
13021,view,2021-05-10 15:42:27,831251,Firefox,iOS
19255,view,2021-08-27 10:50:50,267607,Chrome,Linux
18134,purchase,2021-04-01 03:40:20,687556,Safari,iOS
12662,view,2021-11-17 23:53:19,425892,Edge,iOS
15610,purchase,2021-04-05 09:30:23,302839,Opera,Android
18484,logout,2021-09-05 14:17:49,608791,Firefox,iOS
14863,login,2021-03-13 00:47:24,289778,Opera,macOS
17171,click,2021-10-11 21:33:10,233167,Safari,iOS
18525,logout,2021-09-04 23:49:46,871509,Safari,Windows
18261,login,2021-12-01 23:51:01,924268,Edge,macOS
18895,click,2021-08-17 16:40:28,791863,Chrome,macOS
12503,login,2021-02-23 22:19:12,187930,Firefox,macOS
18538,logout,2021-10-13 12:45:49,694125,Firefox,macOS
17619,view,2021-05-28 21:08:28,873596,Chrome,iOS
16759,view,2021-05-31 02:08:08,649470,Firefox,Android
10421,view,2021-11-12 15:22:28,372050,Opera,iOS
16422,login,2021-05-13 21:45:39,874664,Safari,Linux
14613,logout,2021-03-05 07:46:55,282839,Safari,Android
11012,view,2021-06-17 05:18:04,695015,Edge,iOS
10188,purchase,2021-07-20 11:01:31,521746,Opera,Android
11370,purchase,2021-01-06 11:42:11,504591,Firefox,Android
17861,login,2021-07-29 12:52:07,912574,Opera,Linux
13749,click,2021-07-31 14:03:06,458283,Edge,macOS
16216,login,2021-02-23 16:36:57,202697,Opera,iOS
17762,view,2021-04-19 20:28:18,238334,Firefox,macOS
19904,click,2021-11-13 07:47:55,881375,Safari,Windows
11358,view,2021-04-04 04:19:18,721759,Chrome,Linux
16562,click,2021-06-17 06:44:05,283769,Firefox,macOS
14760,purchase,2021-03-09 15:39:53,238613,Firefox,iOS
19553,click,2021-05-04 20:46:27,610455,Firefox,macOS
16556,purchase,2021-06-06 10:36:17,297417,Opera,Windows
16409,logout,2021-06-28 16:22:28,166436,Chrome,Android
12668,logout,2021-03-03 20:32:51,854765,Firefox,Windows
11339,view,2021-06-08 13:15:20,180438,Chrome,Linux
12290,purchase,2021-02-06 06:48:00,953052,Opera,Linux
13135,click,2021-11-03 01:05:57,310469,Opera,Windows
18166,login,2021-08-21 20:58:08,138850,Firefox,Windows
15031,purchase,2021-09-22 09:39:31,667888,Firefox,Android
11857,login,2021-09-29 03:17:06,397233,Chrome,Android
17434,purchase,2021-03-14 23:26:23,191422,Chrome,macOS
13477,logout,2021-10-01 10:33:22,403855,Firefox,Android
18011,logout,2021-04-20 16:24:12,380780,Chrome,macOS
19893,view,2021-08-26 03:34:18,175473,Safari,iOS
10270,click,2021-08-15 00:40:09,709765,Firefox,Windows
19192,click,2021-05-04 08:26:51,328167,Edge,Linux
15248,view,2021-04-21 22:39:48,108076,Safari,Android
16762,click,2021-05-12 08:58:30,255288,Edge,macOS
14248,purchase,2021-12-07 05:50:24,161960,Safari,macOS
12482,purchase,2021-02-17 21:00:04,976480,Firefox,Android
17691,click,2021-08-25 14:17:42,995142,Edge,Windows
15963,click,2021-03-21 18:15:01,642005,Firefox,Linux
16337,click,2021-12-11 11:03:43,673266,Chrome,Android
15430,view,2021-02-19 01:41:07,401909,Firefox,Windows
15589,click,2021-10-23 06:12:07,758457,Safari,macOS
17431,view,2021-01-09 22:22:50,311925,Firefox,iOS
10958,logout,2021-09-13 08:16:12,308210,Opera,Linux
13854,view,2021-07-16 10:05:51,523635,Opera,Linux
12073,click,2021-05-20 13:11:25,477393,Safari,iOS
13025,purchase,2021-03-01 14:22:04,539363,Edge,Linux
11994,view,2021-03-03 18:06:50,575011,Chrome,iOS
13697,view,2021-11-03 04:19:48,605447,Safari,Linux
15689,click,2021-05-18 18:18:30,696500,Edge,macOS
14555,purchase,2021-08-31 00:25:14,380179,Edge,Linux
11676,click,2021-11-05 07:56:46,182950,Chrome,iOS
15640,logout,2021-12-01 14:00:30,669912,Safari,iOS
18107,click,2021-12-03 12:17:20,670922,Firefox,Linux
18676,view,2021-04-06 03:49:18,272054,Chrome,macOS
19040,logout,2021-09-29 15:39:12,759692,Edge,Linux
15054,view,2021-08-07 19:55:59,433484,Edge,Android
18370,login,2021-11-06 00:22:52,830858,Safari,Android
16427,logout,2021-06-25 13:11:37,642350,Firefox,Linux
19433,click,2021-02-24 12:19:12,780749,Opera,iOS
11249,purchase,2021-06-13 01:50:55,453584,Safari,macOS
18865,click,2021-10-07 06:15:31,653576,Safari,Android
17680,click,2021-09-20 11:37:18,247850,Edge,iOS
10035,logout,2021-09-02 17:15:11,970579,Chrome,Android
15115,login,2021-09-27 06:33:25,248694,Safari,Linux
11816,purchase,2021-09-03 11:31:06,744351,Opera,Linux
13952,logout,2021-03-28 16:54:04,713313,Safari,macOS
12465,login,2021-08-20 08:10:11,433037,Opera,iOS
17116,logout,2021-02-13 01:51:54,340560,Firefox,iOS
13943,view,2021-01-26 07:05:33,433776,Edge,Windows
17677,view,2021-05-09 20:15:46,824338,Chrome,Linux
16443,logout,2021-07-12 06:03:44,711154,Safari,Windows
16865,purchase,2021-01-02 19:22:55,900836,Edge,iOS
10876,logout,2021-10-15 13:05:40,450529,Chrome,Android
19041,purchase,2021-01-06 20:42:39,511413,Firefox,Windows
11124,view,2021-01-02 22:48:29,289037,Chrome,Windows
17630,click,2021-02-02 06:40:13,946357,Chrome,iOS
13847,logout,2021-04-27 02:58:46,342525,Safari,Linux
17069,click,2021-02-26 02:53:54,462939,Safari,Linux
17569,logout,2021-12-24 20:06:26,314155,Edge,macOS
11899,login,2021-07-20 09:49:14,607336,Edge,Linux
16088,view,2021-12-09 18:59:13,621856,Safari,Linux
19846,purchase,2021-09-12 20:40:20,770721,Opera,Linux
12588,view,2021-10-02 16:38:10,518290,Edge,iOS
16520,login,2021-10-19 11:52:20,481648,Edge,Linux
10046,click,2021-11-01 14:11:59,344553,Edge,Android
16605,login,2021-05-20 11:12:53,810638,Chrome,macOS
18093,purchase,2021-02-01 09:35:01,911624,Chrome,Android
14083,click,2021-03-19 00:35:19,674852,Chrome,iOS
17544,purchase,2021-01-07 23:25:44,694565,Chrome,Linux
18877,logout,2021-02-08 19:19:37,145672,Opera,Linux
14676,logout,2021-04-24 05:05:59,403650,Firefox,iOS
11550,purchase,2021-12-24 20:15:39,186509,Chrome,iOS
13626,login,2021-10-28 19:26:38,558888,Safari,iOS
12870,view,2021-07-07 11:22:03,953013,Chrome,Windows
15933,logout,2021-07-20 00:11:21,137716,Firefox,macOS
10454,view,2021-10-21 00:36:12,648449,Opera,iOS
12224,logout,2021-10-19 17:20:03,164836,Safari,Android
10423,click,2021-07-08 09:50:29,941597,Firefox,Android
12021,purchase,2021-02-16 09:34:49,157008,Chrome,macOS
19496,view,2021-12-28 06:36:05,706923,Edge,Windows
15650,logout,2021-04-21 14:06:25,379469,Firefox,Windows
18625,view,2021-03-15 09:52:08,501510,Firefox,Linux
12873,purchase,2021-05-29 05:30:52,853141,Safari,Android
16139,view,2021-08-29 08:08:04,833628,Safari,Linux
17884,logout,2021-05-08 09:49:21,111268,Safari,iOS
17590,purchase,2021-04-28 16:11:53,768214,Firefox,Windows
16168,login,2021-03-20 00:45:36,817294,Firefox,macOS
18948,purchase,2021-03-30 22:44:15,697491,Edge,Windows
19547,purchase,2021-05-26 17:52:16,569853,Edge,Linux
14007,login,2021-05-31 15:29:29,250122,Opera,iOS
11158,purchase,2021-04-17 13:15:22,195024,Opera,Android
18685,purchase,2021-01-02 14:22:04,868339,Firefox,iOS
16721,logout,2021-03-16 00:22:43,510371,Edge,Windows
18080,view,2021-07-20 03:24:50,142787,Safari,Windows
12584,click,2021-09-14 21:05:48,507782,Safari,Linux
16646,purchase,2021-01-27 02:18:17,878511,Safari,macOS
12903,purchase,2021-03-05 13:06:57,313526,Safari,Android
14660,login,2021-05-19 20:48:27,267468,Safari,Windows
11466,click,2021-10-28 15:54:50,824235,Opera,iOS
15760,click,2021-01-12 04:58:22,311848,Safari,macOS
12564,view,2021-04-24 09:08:27,459323,Opera,iOS
11930,purchase,2021-11-17 04:17:19,944404,Chrome,macOS
15695,click,2021-04-18 11:15:49,796360,Edge,Linux
16763,purchase,2021-02-20 04:28:28,998318,Edge,Linux
10800,logout,2021-11-20 04:33:25,427367,Safari,macOS
18960,purchase,2021-10-20 18:14:03,313493,Firefox,Linux
14471,click,2021-12-04 08:37:12,617225,Opera,Windows
16194,purchase,2021-04-18 11:30:51,515571,Firefox,macOS
19345,login,2021-03-17 11:54:07,126754,Opera,Windows
18783,purchase,2021-06-11 09:45:37,811584,Edge,Android
15786,login,2021-06-29 02:41:46,884660,Edge,Windows
13862,view,2021-02-25 20:23:11,436775,Chrome,Linux
12527,view,2021-10-20 23:27:15,464991,Opera,macOS
10935,logout,2021-04-09 09:43:52,614529,Firefox,Linux
15319,logout,2021-09-05 11:00:42,731215,Safari,Linux
10790,click,2021-08-12 01:55:26,336599,Chrome,Windows
15018,purchase,2021-09-18 03:07:11,536829,Chrome,iOS
16645,view,2021-09-04 02:19:07,427210,Firefox,Android
14017,view,2021-09-23 03:22:47,551328,Edge,iOS
16330,view,2021-10-03 04:51:21,482546,Safari,Android
19969,logout,2021-10-06 01:42:47,340907,Edge,Linux
15263,view,2021-04-16 16:37:38,226463,Edge,Android
