TransactionID,ProductID,Quantity,Price,Timestamp,StoreID
134,2316,6,27.1,2021-12-23 19:33:18,14
135,2954,5,24.6,2021-01-27 20:18:44,45
136,1816,6,55.57,2021-12-22 05:23:08,35
137,4933,9,33.42,2021-03-06 02:56:52,32
138,3435,2,85.73,2021-07-30 06:44:21,46
139,2634,1,48.55,2021-03-02 05:09:57,3
140,4626,8,27.26,2021-03-23 01:45:39,30
141,1973,5,5.06,2021-12-02 23:16:38,49
142,1368,4,14.78,2021-03-01 16:58:47,7
143,3023,3,38.95,2021-05-16 21:04:00,1
144,3965,1,88.8,2021-10-04 12:46:39,20
145,1201,4,40.19,2021-07-23 07:19:00,25
146,3431,3,17.83,2021-05-30 06:28:10,33
147,2536,4,94.65,2021-06-14 12:03:40,35
148,2930,2,70.15,2021-12-06 10:45:47,44
149,3418,3,44.55,2021-07-23 11:42:23,24
150,1555,7,71.92,2021-01-30 21:09:52,14
151,1954,7,91.11,2021-10-16 15:53:14,39
152,4455,6,21.81,2021-06-21 16:37:27,44
153,3071,2,57.77,2021-08-28 23:43:28,34
154,2723,8,75.43,2021-10-21 11:15:58,18
155,1130,6,98.03,2021-03-25 10:48:33,2
156,3425,3,24.86,2021-06-21 03:02:06,38
157,3146,7,48.51,2021-02-02 04:03:53,17
158,4646,8,18.06,2021-05-19 07:40:50,23
159,1931,5,59.29,2021-04-13 11:58:31,33
160,3782,2,53.96,2021-08-07 06:13:17,28
161,3171,4,69.59,2021-05-15 22:14:22,15
162,2987,5,54.16,2021-07-27 07:42:56,11
163,3642,3,26.59,2021-01-29 14:50:45,23
164,2966,7,47.07,2021-03-28 22:04:04,13
165,3787,1,21.29,2021-02-27 02:08:25,47
166,4220,3,25.06,2021-05-19 09:14:39,11
167,1209,6,35.46,2021-11-22 11:24:18,36
168,3610,6,85.89,2021-09-22 11:44:46,38
169,2435,6,51.08,2021-06-04 05:46:36,27
170,3830,6,6.43,2021-12-13 06:19:41,18
171,4113,5,95.69,2021-02-26 05:03:04,40
172,4130,1,16.96,2021-05-22 12:19:38,38
173,3753,8,89.12,2021-09-12 01:07:49,34
174,4108,5,57.9,2021-02-02 04:22:03,22
175,3826,4,64.15,2021-03-30 06:25:33,18
176,1086,3,69.6,2021-09-01 14:46:30,41
177,4115,8,43.22,2021-06-16 17:11:33,18
178,1872,3,39.63,2021-04-15 06:32:44,13
179,3059,2,8.27,2021-12-03 20:03:54,39
180,3818,1,96.24,2021-10-26 16:48:07,16
181,1307,7,95.35,2021-02-04 14:23:05,8
182,2104,5,48.83,2021-12-20 10:12:02,34
183,3080,1,53.18,2021-03-25 04:02:34,29
184,2206,9,36.94,2021-11-01 12:37:30,6
185,2152,2,22.83,2021-05-03 17:54:23,38
186,3854,3,12.94,2021-12-03 03:03:37,36
187,1275,2,94.24,2021-03-07 10:31:33,48
188,2198,8,6.99,2021-11-21 01:23:15,42
189,2578,1,53.67,2021-04-28 13:18:45,26
190,2395,2,69.66,2021-07-07 22:52:26,18
191,2208,9,91.34,2021-06-01 12:35:41,11
192,3492,5,72.19,2021-11-18 11:22:46,27
193,3536,2,42.0,2021-08-13 08:18:16,30
194,4661,6,9.47,2021-05-14 17:46:01,18
195,3334,5,10.2,2021-09-10 17:27:08,43
196,2304,9,77.61,2021-03-16 14:13:24,4
197,1637,9,94.5,2021-01-06 05:57:48,6
198,1770,3,80.51,2021-06-14 07:59:03,22
199,4587,4,47.6,2021-03-07 03:58:30,2
200,1094,3,37.24,2021-08-21 21:33:37,47
201,4298,2,22.8,2021-08-29 01:10:44,48
202,2899,7,56.54,2021-08-11 06:37:36,40
203,4341,9,45.71,2021-09-22 23:52:00,32
204,2904,9,70.04,2021-01-26 12:05:51,39
205,3344,6,83.8,2021-04-27 20:39:48,21
206,2352,9,13.43,2021-02-11 20:23:11,8
207,4091,2,28.59,2021-09-11 01:16:30,25
208,1607,8,15.21,2021-08-11 13:05:55,41
209,4912,5,26.79,2021-06-17 19:32:08,36
210,2434,7,23.83,2021-04-29 00:52:49,4
211,3498,5,10.66,2021-02-05 16:17:36,15
212,2272,3,10.55,2021-04-12 10:21:19,28
213,1180,1,17.47,2021-04-06 08:16:21,20
214,3371,8,51.16,2021-05-18 07:50:36,38
215,4052,2,32.16,2021-02-22 21:49:54,6
216,4901,1,88.02,2021-07-27 11:34:31,30
217,4854,2,9.36,2021-06-24 22:26:50,32
218,4936,2,40.57,2021-12-11 05:41:14,49
219,4332,3,53.06,2021-06-03 13:34:31,41
220,1749,2,80.78,2021-08-25 16:27:19,4
221,3187,2,93.72,2021-10-22 12:43:05,35
222,2020,6,93.34,2021-11-26 09:24:22,30
223,3646,6,85.8,2021-12-24 14:27:46,49
224,4533,6,68.53,2021-02-20 09:27:46,41
225,3937,8,38.1,2021-06-07 03:27:42,22
226,2645,9,29.81,2021-02-20 05:51:59,2
227,1843,7,86.43,2021-07-23 22:35:56,12
228,3744,8,59.1,2021-05-05 05:32:41,34
229,2552,9,33.57,2021-08-28 00:48:09,34
230,4224,8,70.86,2021-10-04 16:41:58,14
231,1925,6,87.77,2021-10-20 12:27:02,39
232,3197,7,45.29,2021-06-11 04:12:21,39
233,2134,9,99.25,2021-09-09 05:14:20,45
234,1025,1,57.77,2021-06-18 03:40:19,6
235,2488,9,89.8,2021-06-28 19:51:58,8
236,1956,6,51.33,2021-02-08 17:30:52,27
237,2913,4,37.41,2021-04-09 04:42:50,12
238,3934,9,20.42,2021-10-04 06:11:49,21
239,2141,2,40.53,2021-10-05 20:53:48,38
240,2469,3,56.42,2021-11-30 02:45:24,4
241,2619,5,81.55,2021-01-03 04:32:02,25
242,3721,4,14.99,2021-02-15 11:21:42,43
243,2896,5,65.06,2021-03-13 12:53:10,24
244,1928,7,79.31,2021-08-31 07:14:37,12
245,4300,6,65.22,2021-07-20 03:32:10,29
246,2531,5,71.28,2021-04-13 12:02:09,35
247,3811,6,80.94,2021-09-23 12:53:01,37
248,3169,1,88.55,2021-11-02 11:04:49,30
249,2350,6,11.95,2021-06-25 15:59:54,41
250,1469,3,64.03,2021-10-15 22:51:05,42
251,3335,2,18.31,2021-05-15 10:46:53,35
252,1525,2,25.59,2021-07-23 11:22:09,1
253,2863,2,9.72,2021-06-07 02:13:40,40
254,2720,8,8.89,2021-09-17 13:44:39,26
255,2176,3,9.59,2021-07-18 20:41:04,35
256,1591,1,42.21,2021-07-27 03:25:25,42
257,3089,6,11.94,2021-07-19 08:12:08,7
258,3322,6,82.94,2021-12-16 13:29:57,4
259,4624,3,90.99,2021-10-09 22:02:33,5
260,4510,5,33.59,2021-05-23 07:58:31,39
261,1207,7,35.85,2021-01-10 07:14:01,11
262,3827,7,42.23,2021-06-17 05:24:35,15
263,1166,4,47.25,2021-09-05 12:55:07,32
264,3159,6,96.35,2021-07-05 14:54:56,37
265,4421,9,29.4,2021-02-05 13:20:31,9
266,2153,3,17.74,2021-07-28 16:53:14,47
267,3783,4,7.13,2021-02-24 12:41:38,32
268,2910,4,8.94,2021-01-15 13:37:59,33
269,3860,3,84.72,2021-05-06 02:46:29,23
270,1216,1,34.67,2021-06-24 21:21:38,15
271,4453,4,51.03,2021-04-09 17:29:53,30
272,1024,4,52.13,2021-09-03 17:50:16,16
273,1067,5,44.05,2021-04-14 18:34:37,22
274,4026,6,19.32,2021-08-28 01:19:47,43
275,2007,1,69.83,2021-04-17 16:54:26,30
276,4843,1,53.19,2021-11-27 00:03:22,1
277,3282,5,21.52,2021-08-11 18:52:28,35
278,2740,6,76.36,2021-11-21 22:33:10,18
279,3022,5,80.47,2021-10-15 07:49:48,15
280,1291,3,26.35,2021-02-05 14:11:56,21
281,2750,8,13.58,2021-09-15 09:14:53,40
282,2022,8,82.6,2021-09-27 12:57:16,2
283,3749,6,53.84,2021-01-16 03:27:54,30
284,4781,1,30.08,2021-05-17 12:32:45,40
285,3775,4,23.69,2021-12-20 08:35:45,32
286,3603,2,10.11,2021-09-17 14:27:52,28
287,3080,1,35.06,2021-07-27 08:50:31,11
288,4083,6,29.28,2021-03-01 13:25:14,7
289,2640,3,20.85,2021-08-16 16:09:03,1
290,3260,5,47.2,2021-12-02 09:32:52,43
291,2162,1,59.42,2021-02-22 10:44:34,28
292,2718,4,10.55,2021-10-15 15:13:31,39
293,2445,1,64.95,2021-11-13 03:47:58,19
294,4709,6,90.2,2021-11-05 12:19:05,39
295,4740,9,35.69,2021-03-07 01:36:23,32
296,1623,2,27.94,2021-08-07 21:05:09,49
297,4560,7,15.05,2021-06-07 05:29:02,30
298,1770,8,40.33,2021-10-16 04:54:47,2
299,2563,5,69.38,2021-03-11 21:33:53,44
300,2241,4,15.98,2021-02-20 00:16:04,43
301,3711,8,79.39,2021-10-03 11:34:16,37
302,1821,4,69.33,2021-12-05 12:48:26,19
303,1307,6,41.84,2021-11-27 20:43:04,26
304,2198,5,21.6,2021-05-17 21:08:30,1
305,2172,1,43.36,2021-12-15 19:53:31,42
306,3997,1,51.66,2021-03-11 13:56:36,28
307,2565,7,18.45,2021-04-11 17:00:38,26
308,4651,2,32.37,2021-05-19 18:06:43,40
309,3595,8,5.64,2021-06-10 15:35:35,35
310,1807,2,5.73,2021-11-04 14:54:00,3
311,4465,6,70.86,2021-07-16 01:38:41,26
312,3121,7,59.78,2021-07-20 20:29:09,33
313,1297,4,74.76,2021-06-01 17:38:54,22
314,3967,2,34.37,2021-10-10 01:58:12,6
315,4971,2,62.08,2021-05-21 11:58:07,42
316,4886,7,73.18,2021-12-15 10:24:48,34
317,1730,9,14.67,2021-07-31 20:02:34,3
318,2970,5,73.77,2021-04-01 16:44:12,17
319,3924,5,57.38,2021-02-24 23:19:36,6
320,2795,4,20.84,2021-11-22 13:16:39,42
321,2823,3,43.38,2021-01-08 23:06:43,5
322,3825,9,9.1,2021-11-04 22:19:13,20
323,4466,2,28.49,2021-11-12 06:11:28,1
324,4611,7,91.9,2021-01-08 06:52:58,24
325,1429,4,92.17,2021-01-27 07:41:22,9
326,1199,8,80.77,2021-12-22 12:56:18,15
327,2447,3,7.16,2021-06-21 11:11:14,37
328,2085,3,79.41,2021-11-21 12:07:47,18
329,3389,9,29.75,2021-07-05 02:09:04,22
330,1865,9,46.24,2021-02-05 05:00:53,11
331,4116,4,64.2,2021-09-01 05:36:00,38
332,3850,6,47.63,2021-07-30 00:04:19,3
333,2954,4,8.86,2021-12-12 16:22:28,29
334,2112,4,92.78,2021-04-07 03:55:32,46
335,3081,2,8.08,2021-02-08 19:45:33,32
336,3693,9,27.06,2021-11-29 20:27:53,34
337,3280,6,41.35,2021-09-26 00:56:50,8
338,1767,4,94.28,2021-12-21 21:50:31,34
339,3084,6,50.64,2021-06-20 19:56:09,5
340,2792,7,25.76,2021-03-18 03:05:14,9
341,2483,7,79.8,2021-01-14 19:35:34,17
342,3338,4,62.85,2021-10-02 05:35:29,20
343,1197,4,81.72,2021-12-07 13:20:57,42
344,1894,5,23.32,2021-12-05 18:20:36,27
345,2973,8,36.99,2021-03-04 08:34:34,5
346,2278,4,52.02,2021-10-15 12:42:18,46
347,4152,8,55.18,2021-11-19 14:45:16,29
348,2470,2,29.09,2021-06-02 02:15:45,11
349,1136,4,74.43,2021-08-31 15:48:14,26
350,3237,1,9.24,2021-04-16 15:22:05,23
351,3177,8,76.99,2021-12-05 12:16:16,18
352,3257,9,53.59,2021-01-07 14:17:44,20
353,2392,3,90.31,2021-09-03 18:12:18,44
354,3339,3,45.86,2021-02-20 05:29:14,21
355,2400,3,7.4,2021-03-06 06:54:57,26
356,4419,1,66.5,2021-12-25 10:36:08,32
357,1168,6,12.18,2021-02-19 04:41:30,1
358,2908,3,17.12,2021-01-09 21:47:32,2
359,3852,9,99.39,2021-03-29 08:02:17,4
360,1176,5,69.54,2021-12-06 01:09:49,41
361,2561,1,67.71,2021-12-21 14:09:20,10
362,1323,4,36.85,2021-11-30 21:20:13,28
363,4943,1,56.48,2021-05-23 18:43:52,49
364,1508,6,41.49,2021-09-25 10:24:15,37
365,3851,4,47.33,2021-11-29 01:52:14,17
366,4186,4,26.72,2021-10-19 20:29:52,30
367,2822,2,52.27,2021-09-14 12:03:49,6
368,2053,1,8.27,2021-04-18 11:27:24,11
369,2777,7,73.67,2021-04-30 05:43:33,11
370,4361,9,72.42,2021-01-04 18:05:52,2
371,1146,3,81.56,2021-10-07 20:35:44,20
372,2297,4,10.94,2021-09-12 11:36:19,34
373,1221,8,56.15,2021-07-23 11:40:42,41
374,3388,1,31.76,2021-06-15 06:16:07,1
375,1509,5,20.95,2021-03-18 09:57:43,48
376,3562,4,29.18,2021-02-25 15:33:49,27
377,3117,2,41.7,2021-02-18 19:59:34,26
378,2381,4,35.16,2021-01-21 22:40:44,26
379,1908,6,38.83,2021-05-30 23:40:11,8
380,1556,2,15.52,2021-02-20 14:46:59,29
381,1885,6,96.14,2021-05-27 19:54:12,17
382,3813,6,61.75,2021-12-24 11:40:47,33
383,2346,2,5.58,2021-09-17 03:46:28,1
384,4695,3,88.05,2021-08-21 00:42:49,24
385,3139,8,24.28,2021-05-25 06:50:36,25
386,4413,4,20.35,2021-12-19 09:30:14,1
387,1423,6,52.51,2021-09-14 08:21:47,26
388,4623,2,5.17,2021-05-16 01:54:22,16
389,4734,7,84.26,2021-08-31 22:28:34,49
390,4486,8,13.23,2021-05-31 03:08:56,33
391,4729,8,26.97,2021-10-19 03:15:41,28
392,3758,7,36.82,2021-10-03 01:57:23,45
393,1967,9,37.27,2021-05-09 16:23:34,24
394,1274,7,73.57,2021-02-28 00:41:07,36
395,1860,1,18.31,2021-03-03 20:01:31,14
396,3091,2,90.13,2021-04-07 14:27:50,49
397,2107,1,19.73,2021-09-18 18:51:45,5
398,1433,9,69.33,2021-01-15 10:19:33,27
399,1809,8,98.27,2021-05-30 17:02:05,14
400,3141,6,75.22,2021-10-06 08:25:37,24
401,2198,2,77.49,2021-04-19 00:15:35,46
402,2429,2,35.99,2021-10-04 20:37:53,28
403,1201,2,61.46,2021-10-30 17:15:22,8
404,4929,9,6.62,2021-05-06 08:27:15,35
405,3546,6,67.88,2021-05-06 06:53:53,47
406,3528,7,61.36,2021-12-08 01:45:19,35
407,3011,8,63.55,2021-12-23 08:36:24,23
408,1329,5,83.56,2021-05-17 06:55:42,13
409,4612,2,51.95,2021-06-09 11:24:07,47
410,1209,2,94.23,2021-05-31 17:25:13,17
411,3665,8,55.76,2021-01-12 01:44:22,31
412,2978,5,31.76,2021-06-29 21:46:36,10
413,4968,6,8.02,2021-06-14 03:07:55,36
414,4647,9,78.68,2021-12-21 00:24:36,29
415,2040,5,16.98,2021-10-22 16:15:22,16
416,3154,8,79.16,2021-03-21 03:19:18,33
417,1164,8,63.58,2021-04-29 07:34:52,14
418,1606,9,50.06,2021-05-15 10:35:35,7
419,4608,2,50.64,2021-09-29 17:44:00,33
420,3676,6,13.8,2021-07-22 10:41:51,3
421,2215,7,26.16,2021-08-16 12:48:50,26
422,2219,8,66.07,2021-07-08 13:18:18,39
423,2331,7,87.94,2021-03-12 07:33:06,5
424,1136,2,27.53,2021-05-25 12:20:00,23
425,1952,4,13.05,2021-07-15 20:29:58,33
426,1859,7,19.16,2021-11-21 12:43:10,30
427,4165,6,28.73,2021-08-11 22:48:20,33
428,2915,7,8.08,2021-08-18 12:11:12,43
429,3798,4,29.13,2021-09-22 14:17:34,25
430,2111,3,34.47,2021-03-28 12:31:37,22
431,1160,3,66.36,2021-12-22 14:47:18,1
432,3195,1,81.34,2021-01-07 02:45:57,10
433,1584,2,48.42,2021-05-04 08:09:31,23
434,3503,9,36.64,2021-01-14 19:11:19,33
435,2111,7,42.31,2021-02-12 16:02:47,39
436,4085,7,63.25,2021-02-23 09:11:51,28
437,4386,5,5.93,2021-01-27 10:58:43,43
438,2617,6,33.93,2021-10-03 08:47:59,8
439,2144,8,57.36,2021-03-18 08:12:04,27
440,2908,3,85.64,2021-08-08 15:21:03,5
441,3999,3,12.13,2021-10-20 16:08:06,15
442,3880,1,94.22,2021-08-06 14:11:06,48
443,3763,5,29.98,2021-05-06 04:43:36,22
444,1732,2,50.53,2021-03-06 16:36:44,35
445,1932,9,15.35,2021-04-18 22:58:35,30
446,1281,4,79.72,2021-06-18 04:43:11,48
447,1800,9,79.47,2021-01-30 18:08:33,44
448,4498,5,92.63,2021-09-02 18:01:21,33
449,4854,4,63.22,2021-12-03 20:16:33,30
450,1470,4,93.07,2021-09-13 13:10:28,36
451,2308,1,83.18,2021-08-26 23:49:42,16
452,4348,1,44.42,2021-04-09 05:51:20,38
453,4396,5,91.78,2021-08-03 23:22:50,23
454,2558,7,32.71,2021-01-18 00:41:09,37
455,2251,1,47.35,2021-08-16 11:05:39,37
456,3938,3,83.17,2021-03-28 22:01:08,28
457,1595,3,63.4,2021-03-24 14:54:35,14
458,1647,8,36.46,2021-08-23 15:06:04,4
459,1573,8,90.0,2021-08-28 23:46:18,39
460,3701,5,5.7,2021-12-07 08:02:46,33
461,2541,3,85.85,2021-07-16 09:22:47,31
462,1256,7,28.7,2021-11-10 05:50:08,13
463,4208,1,98.46,2021-10-22 09:38:32,36
464,4279,3,8.87,2021-01-30 15:15:12,10
465,3511,7,18.96,2021-07-11 18:20:59,47
466,2163,9,30.72,2021-12-28 21:04:13,31
467,2028,6,17.52,2021-01-09 10:58:39,26
468,3471,1,33.65,2021-01-18 04:41:47,14
469,1348,2,60.46,2021-11-26 07:40:58,4
470,3989,8,17.15,2021-01-31 21:22:20,33
471,2306,5,71.9,2021-08-04 03:30:57,47
472,1586,9,46.81,2021-10-06 23:46:03,13
473,2844,1,68.58,2021-08-09 05:57:16,48
474,2006,7,43.03,2021-06-11 10:08:28,41
475,4505,2,56.51,2021-01-09 01:03:50,34
476,4291,4,21.14,2021-02-27 03:10:34,43
477,3867,1,82.86,2021-08-19 06:59:03,35
478,1739,7,73.62,2021-11-14 15:55:00,28
479,1873,1,26.31,2021-11-03 22:03:28,31
480,1786,5,27.08,2021-03-02 13:28:35,30
481,4445,4,26.76,2021-07-13 18:38:35,32
482,2314,6,19.27,2021-11-19 18:07:15,13
483,4635,5,57.53,2021-11-22 06:55:40,41
484,4742,7,23.15,2021-08-25 04:55:32,34
485,1437,9,47.03,2021-03-23 16:19:15,8
486,4898,2,19.75,2021-10-11 09:39:19,42
487,2847,6,59.9,2021-03-15 12:01:46,25
488,2532,6,11.06,2021-01-28 04:38:01,33
489,2020,8,83.01,2021-05-23 17:38:58,10
490,3834,5,37.53,2021-09-16 12:56:24,40
491,1941,5,14.51,2021-04-20 12:17:13,34
492,3903,4,52.37,2021-08-26 22:10:02,44
493,1449,9,90.49,2021-04-20 07:17:34,33
494,4398,3,54.61,2021-02-25 21:27:15,5
495,2514,8,63.74,2021-03-17 21:15:59,45
496,4125,4,75.16,2021-12-26 04:13:39,27
497,1816,1,8.09,2021-05-12 07:45:23,8
498,4166,5,82.78,2021-12-03 23:29:21,7
499,3107,7,10.06,2021-07-26 17:39:23,22
500,3384,1,14.82,2021-11-05 17:51:04,46
501,2690,7,14.35,2021-03-17 16:26:27,28
502,2660,5,96.18,2021-09-06 10:32:36,9
503,1163,8,55.5,2021-11-19 07:08:20,31
504,4642,2,5.12,2021-02-19 08:19:43,4
505,1945,2,91.94,2021-07-15 13:48:45,5
506,2130,3,96.18,2021-05-27 11:51:48,13
507,1201,2,97.23,2021-12-09 01:18:57,6
508,4372,7,42.27,2021-01-03 17:43:32,23
509,2805,1,35.48,2021-11-24 09:46:14,47
510,3937,1,68.28,2021-03-21 04:49:34,35
511,2862,5,35.24,2021-05-30 16:41:55,34
512,1550,7,58.06,2021-01-19 15:09:08,38
513,4751,1,14.54,2021-12-16 09:01:51,34
514,2672,1,32.0,2021-12-08 17:13:13,11
515,4085,6,91.62,2021-03-20 10:17:58,6
516,3040,3,6.95,2021-10-26 09:21:13,32
517,1903,9,52.84,2021-10-02 05:11:08,35
518,2744,3,21.92,2021-07-23 13:47:18,34
519,4064,3,85.76,2021-11-01 21:16:21,43
520,3582,6,54.8,2021-12-22 08:02:15,28
521,1504,1,96.4,2021-09-11 07:36:14,5
522,4919,9,54.28,2021-03-21 22:43:33,34
523,3009,7,32.59,2021-09-19 21:49:04,33
524,2800,2,16.95,2021-12-09 10:06:35,12
525,4811,6,6.18,2021-02-09 16:44:47,40
526,4846,3,49.9,2021-07-17 03:28:19,44
527,4281,4,60.73,2021-08-01 18:21:49,38
528,2479,3,20.2,2021-07-18 20:28:22,44
529,3516,9,37.09,2021-09-27 09:05:02,12
530,2497,8,41.16,2021-03-25 15:39:13,37
531,2596,2,38.42,2021-04-03 02:18:10,1
532,1400,1,61.58,2021-01-28 03:22:05,40
533,4128,2,54.74,2021-02-17 02:15:39,5
534,3930,4,52.6,2021-12-14 12:21:39,2
535,4821,3,30.43,2021-06-26 07:36:28,46
536,3711,2,81.24,2021-04-14 23:01:31,25
