Date,Sales,Customers
2021-06-05,85.71297163947264,10
2021-06-06,137.31549022289514,7
2021-06-07,109.47665841823576,12
2021-06-08,76.17393005594703,7
2021-06-09,113.1310721726766,6
2021-06-10,80.50636659545357,6
2021-06-11,115.74169207484904,8
2021-06-12,123.17191158014808,7
2021-06-13,83.5863536329658,7
2021-06-14,119.26752258488644,12
2021-06-15,108.25561853872996,9
2021-06-16,116.4412031998898,19
2021-06-17,137.93585965307895,7
2021-06-18,95.09223767994258,5
2021-06-19,84.9252767128502,11
2021-06-20,82.20971140748954,8
2021-06-21,83.68379430069123,18
2021-06-22,98.45796581171791,11
2021-06-23,106.82303949633288,4
2021-06-24,105.53381598660039,5
2021-06-25,116.54366498072048,6
2021-06-26,100.26003783755814,12
2021-06-27,129.07068154314635,12
2021-06-28,94.70686333524088,11
2021-06-29,154.40338333179238,16
2021-06-30,112.51334695530012,14
2021-07-01,82.85684887167434,17
2021-07-02,78.58215003877775,9
2021-07-03,109.64944830486371,16
2021-07-04,95.53074429348298,12
2021-07-05,114.28000988184183,8
2021-07-06,109.4647524914709,7
2021-07-07,98.54342174686255,6
2021-07-08,83.06412563863191,15
2021-07-09,69.70305550628271,10
2021-07-10,91.06970095865958,10
2021-07-11,117.12797588646944,8
2021-07-12,104.28187488260409,9
2021-07-13,75.08522442576023,11
2021-07-14,103.46361851702363,10
2021-07-15,107.70634759457674,9
2021-07-16,82.32285127597734,7
2021-07-17,103.07450211891056,13
2021-07-18,101.16417436892,8
2021-07-19,77.14059404338754,5
2021-07-20,107.15574720696567,5
2021-07-21,111.21569052736469,10
2021-07-22,121.66102486350553,14
2021-07-23,121.07604104069806,10
2021-07-24,72.44661264085818,8
2021-07-25,81.24349920169755,10
2021-07-26,110.3007053441732,11
2021-07-27,110.27571901824417,12
2021-07-28,110.30095372612095,8
2021-07-29,177.05462981309444,14
2021-07-30,111.41781021386333,9
2021-07-31,122.71131280361197,9
2021-08-01,119.08003526986406,5
2021-08-02,113.02782502611596,3
2021-08-03,93.69461510719309,13
2021-08-04,115.17938440986535,7
2021-08-05,84.54349570924856,7
2021-08-06,95.26362786519982,6
2021-08-07,90.29272904341794,12
2021-08-08,101.63748278772646,8
2021-08-09,146.29317133347018,11
2021-08-10,62.65469614816504,12
2021-08-11,113.72520380749027,8
2021-08-12,67.74568257620697,7
2021-08-13,90.56136268421133,5
2021-08-14,121.77901193934733,2
2021-08-15,101.28560038190926,12
2021-08-16,78.44510444141387,12
2021-08-17,85.69392581480064,6
2021-08-18,113.59195497869352,6
2021-08-19,85.39266736565727,12
2021-08-20,104.3291717916395,10
2021-08-21,100.91143679807628,9
2021-08-22,86.96799304788365,13
2021-08-23,142.8788817865065,11
2021-08-24,112.67838044636022,14
2021-08-25,59.49714826684786,8
2021-08-26,103.72908629538856,10
2021-08-27,86.76427070463224,10
2021-08-28,117.04866669592448,8
2021-08-29,84.14958523134598,8
2021-08-30,97.70527117066202,10
2021-08-31,110.09974557960915,10
2021-09-01,117.31510388340243,11
2021-09-02,75.99407185888447,16
2021-09-03,93.30997528318103,8
2021-09-04,90.50109377678088,7
2021-09-05,86.93341534852576,10
2021-09-06,135.30908480562192,7
2021-09-07,108.09963421921911,15
2021-09-08,74.78232091329909,12
2021-09-09,118.35723894109552,11
2021-09-10,142.44312394025266,12
2021-09-11,120.64930521102293,10
2021-09-12,69.61260068091974,7
2021-09-13,90.31531854267497,10
2021-09-14,125.33822298373245,9
2021-09-15,85.84661068762438,14
2021-09-16,108.87638856292457,9
2021-09-17,115.49268106858673,14
2021-09-18,81.46139056843833,8
2021-09-19,98.809492878764,11
2021-09-20,35.17465319861854,10
2021-09-21,79.51224717331421,9
2021-09-22,94.9486369721368,15
2021-09-23,75.04433636070301,14
2021-09-24,132.64822607863272,14
2021-09-25,71.39717244078734,7
2021-09-26,91.19911026606033,9
2021-09-27,102.61481154572182,8
2021-09-28,128.82546578132232,13
2021-09-29,71.2827569764112,14
2021-09-30,123.26327504309918,10
2021-10-01,100.20466122039174,11
2021-10-02,80.36982697904098,5
2021-10-03,109.24206948526542,12
2021-10-04,103.9811939114694,9
2021-10-05,87.9956624568241,11
2021-10-06,101.39604169980038,11
2021-10-07,92.2937280627648,4
2021-10-08,102.27034690502497,3
2021-10-09,113.24261349042094,10
2021-10-10,131.72033632290703,3
2021-10-11,75.24369002346302,9
2021-10-12,142.66066749312535,8
2021-10-13,60.958244009549965,7
2021-10-14,96.96429809928833,6
2021-10-15,111.76634412969153,2
2021-10-16,105.61983735470065,15
2021-10-17,87.54600960358812,14
2021-10-18,95.83755499285449,16
2021-10-19,90.13998130682334,8
2021-10-20,88.21270486111577,8
2021-10-21,116.99204194042049,8
2021-10-22,107.14030971930094,8
2021-10-23,86.14180809478691,14
2021-10-24,117.99199750866501,9
2021-10-25,106.14599041753219,15
2021-10-26,116.2572423767792,9
2021-10-27,112.59257683847224,14
2021-10-28,83.42009978155855,13
2021-10-29,88.79637919606061,15
2021-10-30,114.94587210246523,9
2021-10-31,112.2074053086693,21
2021-11-01,99.58196812071704,9
2021-11-02,102.34654766617564,11
2021-11-03,125.5532979157685,10
2021-11-04,88.1685722232834,7
2021-11-05,110.94194762340075,6
2021-11-06,95.95614695132213,7
2021-11-07,95.6463759354556,10
2021-11-08,121.9755370397438,5
2021-11-09,116.5083269797606,9
2021-11-10,116.27019272001277,12
2021-11-11,126.10957614308658,11
2021-11-12,100.42007683265518,10
2021-11-13,113.63905942589928,7
2021-11-14,93.79466486813088,14
2021-11-15,106.48332704976885,8
2021-11-16,97.39713891264631,12
2021-11-17,101.93991929985437,16
2021-11-18,111.90314050873828,9
2021-11-19,83.63558633533054,7
2021-11-20,141.8477455137092,6
2021-11-21,79.87965237000596,6
2021-11-22,75.71622774424536,10
2021-11-23,123.16221747000135,8
2021-11-24,115.83325387925872,12
2021-11-25,112.4823963410431,7
2021-11-26,112.5669101852856,9
2021-11-27,99.7550645430617,6
2021-11-28,82.05491257028336,10
2021-11-29,101.51609116387452,14
2021-11-30,86.45676576975777,10
2021-12-01,119.50239466835502,15
2021-12-02,97.05885236995722,9
2021-12-03,83.49005606414977,10
2021-12-04,93.57228316694014,9
2021-12-05,108.25862908551248,14
2021-12-06,88.7255089439205,10
2021-12-07,83.55559208867137,7
2021-12-08,104.87374422983825,11
2021-12-09,104.89933142217446,14
2021-12-10,89.8611364925774,8
2021-12-11,90.57923388763355,13
2021-12-12,104.64099874715272,13
2021-12-13,71.03831317005351,7
2021-12-14,71.8507245124689,5
2021-12-15,85.63111557495128,4
2021-12-16,95.73105696576306,11
2021-12-17,106.2181513119601,9
2021-12-18,129.50712433899105,7
2021-12-19,117.15319246404039,6
2021-12-20,96.80122940073146,16
2021-12-21,99.61967584194622,10
2021-12-22,79.94941270724382,8
2021-12-23,99.6297372801522,6
2021-12-24,94.22682722159723,7
2021-12-25,106.45437120676179,8
2021-12-26,83.45538112895355,16
2021-12-27,110.38693028482345,7
2021-12-28,130.65477826005156,15
2021-12-29,97.82479703086285,10
2021-12-30,108.03423444197882,10
2021-12-31,113.80287983422225,7
2022-01-01,91.97559056228327,10
2022-01-02,104.48184963620834,9
2022-01-03,100.2518480156359,7
2022-01-04,101.95352197097664,10
2022-01-05,84.53980432289067,8
2022-01-06,100.49020348517885,10
2022-01-07,109.95996582490899,5
2022-01-08,129.02287215590084,10
2022-01-09,119.18541652170414,14
2022-01-10,143.06364915023113,9
2022-01-11,84.65304874223901,10
2022-01-12,117.44641273441357,7
2022-01-13,103.66684011476704,6
2022-01-14,143.79605866435344,13
2022-01-15,83.83403429289697,11
2022-01-16,83.20556315638447,10
2022-01-17,88.01214709111956,11
2022-01-18,57.52208551380386,11
2022-01-19,89.48489956638478,12
2022-01-20,84.81734676892604,10
2022-01-21,103.00787572952416,9
2022-01-22,106.83511951554318,9
2022-01-23,137.52341678431773,7
2022-01-24,119.008476763721,13
2022-01-25,88.46192688675194,11
2022-01-26,82.03170657303284,10
2022-01-27,109.83838343013011,9
2022-01-28,73.59533585958715,6
2022-01-29,136.62917531708706,5
2022-01-30,123.58880241442574,9
2022-01-31,90.6164869579059,9
2022-02-01,65.73730941818245,16
2022-02-02,127.07744748330825,14
2022-02-03,97.70920309494764,13
2022-02-04,124.75632623946923,8
2022-02-05,68.11144682411266,10
2022-02-06,88.01249954092454,13
2022-02-07,100.10487399436366,11
2022-02-08,100.93961187529484,17
2022-02-09,90.99869057041512,7
2022-02-10,112.45699864694997,12
2022-02-11,78.6475914123481,10
2022-02-12,97.15241029957413,11
2022-02-13,102.40591263423798,9
2022-02-14,110.28877668117498,13
2022-02-15,114.2322975617778,7
2022-02-16,77.50715816324262,10
2022-02-17,69.31771658528756,8
2022-02-18,125.55353643797018,10
2022-02-19,106.64628023959183,7
2022-02-20,85.03026926886892,7
2022-02-21,131.02303951045047,8
2022-02-22,102.31349268585717,17
2022-02-23,123.58594368127653,12
2022-02-24,101.35036962820217,8
2022-02-25,141.21495849763974,11
2022-02-26,135.10681684886407,5
2022-02-27,95.02071703041852,12
2022-02-28,119.43141901908712,4
2022-03-01,112.90751899170294,7
2022-03-02,127.37263115064698,7
2022-03-03,80.70153078839792,8
2022-03-04,113.72102919996878,7
2022-03-05,121.16848973699176,13
2022-03-06,64.82521027153771,5
2022-03-07,76.3348297466845,13
2022-03-08,59.21535644479799,11
2022-03-09,94.61186331110885,9
2022-03-10,114.35084511591924,9
2022-03-11,130.04714104192055,8
2022-03-12,101.4818956083955,12
2022-03-13,132.57231091142583,12
2022-03-14,72.39797083570217,7
2022-03-15,65.9323512128969,11
2022-03-16,98.88904602206762,18
2022-03-17,107.68130897878615,15
2022-03-18,99.34610503811814,13
2022-03-19,58.65115799920247,9
2022-03-20,98.21759920974424,8
2022-03-21,73.91060998990294,13
2022-03-22,113.39345097660077,8
2022-03-23,107.33196492193696,11
2022-03-24,81.2024042734529,7
2022-03-25,89.72266165326613,11
2022-03-26,78.81572956222097,6
2022-03-27,98.74641805453656,11
2022-03-28,119.10284641002477,10
2022-03-29,80.28547907328912,9
2022-03-30,110.08093031035689,9
2022-03-31,89.39484763255118,10
2022-04-01,84.14254335475312,6
2022-04-02,97.85939280090885,8
2022-04-03,79.29515355161251,9
2022-04-04,88.92701389305635,12
2022-04-05,76.04244214822303,10
2022-04-06,139.2945026583278,6
2022-04-07,100.70527103943458,8
2022-04-08,86.00548984014829,10
2022-04-09,104.27959821468444,8
2022-04-10,97.7534390061834,8
2022-04-11,95.58060800933553,12
2022-04-12,112.2833340008685,13
2022-04-13,115.1501542009461,11
2022-04-14,89.38997704778944,13
2022-04-15,88.4836351871064,9
2022-04-16,94.49896605696712,10
2022-04-17,53.9615767052883,10
2022-04-18,69.69617875602896,11
2022-04-19,127.3374853488905,12
2022-04-20,132.89935427002567,7
2022-04-21,95.01927920887243,10
2022-04-22,111.53113926111533,11
2022-04-23,106.22500309087073,18
2022-04-24,161.57761616910477,11
2022-04-25,122.39149822869153,10
2022-04-26,97.44164817038467,15
2022-04-27,80.88919118799149,14
2022-04-28,67.87107359484855,14
2022-04-29,104.06927271734446,10
2022-04-30,84.87298509431393,16
2022-05-01,71.55492580804652,6
2022-05-02,87.06854231514947,7
2022-05-03,78.3690399277121,10
2022-05-04,133.74283270145128,2
2022-05-05,117.63279513898901,9
2022-05-06,99.84054717366766,11
2022-05-07,129.59888277780053,9
2022-05-08,101.54736615295236,6
2022-05-09,82.77431597343472,5
2022-05-10,130.46248154539313,4
2022-05-11,110.77820087369318,10
2022-05-12,79.25507691347087,4
2022-05-13,96.19322643832784,11
2022-05-14,82.48763493230486,8
2022-05-15,72.34400538071327,16
2022-05-16,118.52355095063282,13
2022-05-17,138.1883328094026,7
2022-05-18,72.02864852361718,13
2022-05-19,111.25938473381142,11
2022-05-20,86.98714861756346,7
2022-05-21,90.25749232470608,18
2022-05-22,88.15212151522262,5
2022-05-23,82.72018460640368,7
2022-05-24,100.97043255889653,14
2022-05-25,83.38099767177924,15
2022-05-26,105.40913651559677,9
2022-05-27,98.99523781101726,4
2022-05-28,95.2210390626718,11
2022-05-29,81.84872675916804,9
2022-05-30,88.46457338863334,7
2022-05-31,115.10782451651512,8
2022-06-01,110.01834375248761,16
2022-06-02,80.44889510402898,18
2022-06-03,101.98664610858452,13
2022-06-04,115.02774246743579,8
2022-06-05,66.61189437757257,11
2022-06-06,110.8672038475987,11
2022-06-07,86.74752482108306,4
2022-06-08,111.41197337186318,9
2022-06-09,84.73481686914967,15
2022-06-10,63.90235798670962,11
2022-06-11,67.44915124233674,8
2022-06-12,100.96169893322764,10
2022-06-13,105.19445003442964,11
2022-06-14,81.91366749791183,7
2022-06-15,112.77184917554747,4
2022-06-16,66.7695987546208,15
2022-06-17,98.67840402705367,11
2022-06-18,75.77967600475087,12
2022-06-19,86.96327784395682,10
2022-06-20,100.94797342632828,10
2022-06-21,82.79173269432096,18
2022-06-22,92.30888911540349,13
2022-06-23,120.1258561842888,10
2022-06-24,88.46216260953702,6
2022-06-25,116.71384224130284,11
2022-06-26,77.40586290684763,8
2022-06-27,110.59608355830565,7
2022-06-28,128.83137241315802,20
2022-06-29,50.56710999745421,7
2022-06-30,84.06209489059046,12
2022-07-01,111.5414425436108,17
2022-07-02,95.93909227914014,12
2022-07-03,107.42291746742617,12
2022-07-04,87.92029626568359,8
2022-07-05,101.731795749458,13
2022-07-06,96.88645529215842,11
2022-07-07,123.35564123319614,13
2022-07-08,105.08841686602426,7
2022-07-09,106.75205324150404,8
2022-07-10,91.76246067755065,8
2022-07-11,90.24787551855013,12
2022-07-12,91.34883624360758,11
2022-07-13,107.88904284756593,12
2022-07-14,91.58031038359474,12
2022-07-15,105.79549713792827,11
2022-07-16,141.50801597290877,9
2022-07-17,117.42249406863385,12
2022-07-18,93.47952935664318,8
2022-07-19,124.02427844327889,12
2022-07-20,91.83849253956897,8
2022-07-21,59.23750929644292,10
2022-07-22,79.83827378165192,10
2022-07-23,62.58416157948289,12
2022-07-24,92.96973031917383,6
2022-07-25,100.36836758379103,9
2022-07-26,133.52874624550566,14
2022-07-27,106.53854747528325,14
2022-07-28,95.61798942382272,5
2022-07-29,116.58811162366979,12
2022-07-30,55.7772938198423,10
2022-07-31,104.71229116217131,8
2022-08-01,115.41730387773933,6
2022-08-02,70.42827508440317,13
2022-08-03,122.87508086413858,8
2022-08-04,106.76992814988829,4
2022-08-05,91.69424172198397,5
2022-08-06,112.6556373221257,14
2022-08-07,145.41385715608791,11
2022-08-08,103.6373251011699,8
2022-08-09,104.96441172600672,9
2022-08-10,90.81278200919512,10
2022-08-11,83.00311261070416,5
2022-08-12,116.60671633088491,12
2022-08-13,82.87832348182266,10
2022-08-14,101.43132474438785,13
2022-08-15,90.44685106469767,10
2022-08-16,109.57959651492784,16
2022-08-17,106.67324210573896,8
2022-08-18,120.75079888515799,9
2022-08-19,89.79967202290506,4
2022-08-20,94.60250129413258,7
2022-08-21,80.42472568435386,9
2022-08-22,91.11413479847776,10
2022-08-23,107.54600986089704,10
2022-08-24,115.13977233290704,16
2022-08-25,81.5566935164475,10
2022-08-26,117.3921184021132,14
2022-08-27,127.11275717609902,13
2022-08-28,108.26869806447402,10
2022-08-29,137.53591625116132,6
2022-08-30,84.52421601792854,9
2022-08-31,75.10690593377166,10
2022-09-01,64.42559502191443,12
2022-09-02,129.92088622978366,17
2022-09-03,113.08731312708116,15
2022-09-04,98.8883065817909,10
2022-09-05,105.59937252639641,6
2022-09-06,77.49021905403247,7
2022-09-07,148.91503959233654,7
2022-09-08,102.58442363950455,13
2022-09-09,102.18789589209786,12
2022-09-10,114.51533247797384,9
2022-09-11,109.62018463473427,13
2022-09-12,104.47768048558262,13
2022-09-13,84.19051089109377,7
2022-09-14,109.42936714271991,13
2022-09-15,137.6404899295007,10
2022-09-16,126.90840092309955,6
2022-09-17,131.86373253278794,5
2022-09-18,89.7756864713763,10
2022-09-19,80.20790359482838,6
2022-09-20,97.48426159800704,7
2022-09-21,101.11449824577389,7
2022-09-22,121.88383036941897,11
2022-09-23,66.15070740570361,6
2022-09-24,130.59100638921228,14
2022-09-25,96.83984202842021,6
2022-09-26,91.4623786010516,11
2022-09-27,79.75791249479664,9
2022-09-28,66.90286656268461,8
2022-09-29,116.46341167923829,6
2022-09-30,101.46635934376808,5
2022-10-01,74.20078200517892,9
2022-10-02,74.09842455872769,8
2022-10-03,93.28430601419744,6
2022-10-04,133.38043050578784,7
2022-10-05,94.8081729727279,6
2022-10-06,69.93714093763788,8
2022-10-07,95.08513871828112,5
2022-10-08,94.54552860504658,4
2022-10-09,46.06226714116857,14
2022-10-10,98.91410266964375,13
2022-10-11,95.38130939582643,8
2022-10-12,113.92412729626837,16
2022-10-13,136.9791218989069,8
2022-10-14,122.53130059095514,13
2022-10-15,94.62222618890338,9
2022-10-16,77.86948182516659,5
2022-10-17,151.4671960649972,10
2022-10-18,101.18436868028977,16
2022-10-19,100.27858583825892,13
2022-10-20,99.51749825779993,10
2022-10-21,103.9616952153571,13
2022-10-22,97.11279176152115,10
2022-10-23,88.52675986239527,11
2022-10-24,89.06282117519216,11
2022-10-25,99.34493459568003,12
2022-10-26,89.1315045773247,19
2022-10-27,85.74308434645671,17
2022-10-28,102.12860455383793,12
2022-10-29,94.90045565158289,9
2022-10-30,130.0798597716538,12
2022-10-31,46.980603832139764,10
2022-11-01,121.83013703844924,15
2022-11-02,124.92170384995258,12
2022-11-03,58.53219535183701,11
2022-11-04,93.14624811839303,8
2022-11-05,92.57118268008418,8
2022-11-06,71.84976610564357,15
2022-11-07,84.4436662481825,14
2022-11-08,77.78848309068343,9
2022-11-09,135.04540886847246,7
2022-11-10,118.71356786294922,12
2022-11-11,125.43110189988317,7
2022-11-12,114.4334412808647,11
2022-11-13,77.41896457565542,5
2022-11-14,89.50959467440452,9
2022-11-15,109.78749122455837,8
2022-11-16,75.55744382216109,4
2022-11-17,114.25996860344776,7
2022-11-18,95.1934920368373,7
2022-11-19,92.50358384900805,12
2022-11-20,114.21919936406982,13
2022-11-21,108.8852662297208,8
2022-11-22,92.7806766836184,14
2022-11-23,123.18659606728497,16
2022-11-24,78.37873344800205,16
2022-11-25,112.31871213888527,5
2022-11-26,111.86202515936768,9
2022-11-27,93.80907121372019,10
2022-11-28,106.52266044484236,17
2022-11-29,74.97772847229393,14
2022-11-30,118.48054038413802,10
2022-12-01,96.30195727114022,9
2022-12-02,89.54553958961921,13
2022-12-03,120.98018451673778,4
2022-12-04,85.91312618914482,13
2022-12-05,71.83077407272881,11
2022-12-06,68.86741652952193,14
2022-12-07,112.12019902691279,8
2022-12-08,74.39141295007434,7
2022-12-09,135.0958836396873,9
2022-12-10,58.36141184232556,10
2022-12-11,133.92912736580075,11
2022-12-12,104.22034934405237,8
2022-12-13,98.06573776259215,7
2022-12-14,89.10161826382101,10
2022-12-15,107.98272228704141,12
2022-12-16,99.24730595150304,12
2022-12-17,122.06603764033042,10
2022-12-18,102.28455297324079,9
2022-12-19,103.00603522923755,13
2022-12-20,92.72775575572288,10
2022-12-21,98.86108752557865,8
2022-12-22,106.15603537784118,6
2022-12-23,65.7966321468675,10
2022-12-24,73.03629155788573,10
2022-12-25,114.8652818804543,13
2022-12-26,103.41730876255883,11
2022-12-27,96.32033327294641,13
2022-12-28,100.36867866130787,10
2022-12-29,106.95163410723342,6
2022-12-30,89.20480639381277,5
2022-12-31,84.43390549195375,13
2023-01-01,103.91690510195363,10
2023-01-02,80.43254444769936,9
2023-01-03,108.16505511428943,12
2023-01-04,65.9483279152432,10
2023-01-05,120.58311274651288,7
2023-01-06,109.45194964826086,13
2023-01-07,105.12059468627751,15
2023-01-08,119.65381967891028,9
2023-01-09,133.30948888925153,10
2023-01-10,120.2874013003626,8
2023-01-11,63.182515373367096,11
2023-01-12,74.40846066528597,14
2023-01-13,87.50362844608642,7
2023-01-14,100.52182100421668,11
2023-01-15,110.35318040938246,8
2023-01-16,85.48512373693069,12
2023-01-17,103.73533528954157,10
2023-01-18,84.89234135293356,13
2023-01-19,87.76964394016103,13
2023-01-20,71.86677806303555,14
2023-01-21,81.53533507778192,13
2023-01-22,72.96630788767332,7
2023-01-23,80.48253494045335,9
2023-01-24,121.07283593215679,10
2023-01-25,81.01202222336114,12
2023-01-26,152.64764129674782,8
2023-01-27,109.86635801761778,6
2023-01-28,103.69672247389748,6
2023-01-29,82.83284439637573,11
2023-01-30,114.00619758817983,10
2023-01-31,88.48724347524453,6
2023-02-01,102.44019629290723,7
2023-02-02,151.2016907653759,9
2023-02-03,98.078802005507,10
2023-02-04,122.98546652571352,12
2023-02-05,85.93647149748224,13
2023-02-06,99.30023019006076,8
2023-02-07,135.4160127127102,17
2023-02-08,87.46065884424465,14
2023-02-09,136.24897115993858,13
2023-02-10,114.1550387091095,7
2023-02-11,88.75066448211464,6
2023-02-12,112.64815478111042,7
2023-02-13,119.4510889925346,10
2023-02-14,112.43619924434392,15
2023-02-15,68.59550560219087,10
2023-02-16,85.45725648350263,8
2023-02-17,95.0496272889699,9
2023-02-18,98.51133141799907,10
2023-02-19,112.41344195101357,10
2023-02-20,103.55402001866507,7
2023-02-21,73.29311282579798,11
2023-02-22,107.60395702011927,8
2023-02-23,112.21171490567646,11
2023-02-24,111.1958089586208,19
2023-02-25,121.61561451109243,6
2023-02-26,116.67844309097808,10
2023-02-27,109.18360158456873,14
2023-02-28,98.59668577082707,13
2023-03-01,66.78078132968017,5
2023-03-02,108.59236438265171,10
2023-03-03,104.15375374326223,7
2023-03-04,105.43157674390747,10
2023-03-05,74.46502848359381,9
2023-03-06,78.37886919183475,10
2023-03-07,121.06305706665808,12
2023-03-08,99.2088969228669,16
2023-03-09,113.63001394745248,7
2023-03-10,100.56636752260923,10
2023-03-11,100.59512278991491,8
2023-03-12,118.76567611951995,10
2023-03-13,89.67910543565252,14
2023-03-14,101.92241553881966,9
2023-03-15,90.75449422589915,12
2023-03-16,91.31007545135368,10
2023-03-17,93.81655753062721,11
2023-03-18,104.44267543267426,7
2023-03-19,90.42502756673045,8
2023-03-20,125.11512251147042,9
2023-03-21,82.10785395560993,16
2023-03-22,96.26256711677281,4
2023-03-23,91.2053788345165,8
2023-03-24,128.93955768707465,7
2023-03-25,103.93109553023149,10
2023-03-26,120.6368907893727,11
2023-03-27,70.28879253926056,9
2023-03-28,105.34100531738518,8
2023-03-29,117.79261591246873,8
2023-03-30,101.64567978550848,9
2023-03-31,121.30960750130703,10
2023-04-01,89.65423099799256,11
2023-04-02,128.1869488037116,9
