Date,Sales,Promotions
2001-08-31,91.22402682163026,0
2001-09-01,105.63454158617706,0
2001-09-02,100.18316883525671,1
2001-09-03,99.68363425732502,0
2001-09-04,87.14203606053027,1
2001-09-05,67.87421227369407,0
2001-09-06,96.74650037798824,1
2001-09-07,100.56167559234767,0
2001-09-08,66.39760427991891,0
2001-09-09,99.41611089407641,0
2001-09-10,69.67586118658033,0
2001-09-11,89.7123513504611,0
2001-09-12,116.2375907609696,0
2001-09-13,106.01228770965999,0
2001-09-14,94.05445807316325,0
2001-09-15,93.1124959386266,0
2001-09-16,80.80044956546726,1
2001-09-17,87.82713338399768,0
2001-09-18,108.20905184840343,0
2001-09-19,85.09568067101416,0
2001-09-20,105.93071954118332,0
2001-09-21,94.72081964797398,0
2001-09-22,84.72925007297866,0
2001-09-23,97.1711429759563,0
2001-09-24,96.62041651877841,1
2001-09-25,76.76077939642502,0
2001-09-26,82.02029771419271,0
2001-09-27,85.03727441778715,0
2001-09-28,77.75741155052876,0
2001-09-29,115.29956765986546,0
2001-09-30,82.13689949756991,0
2001-10-01,89.08024003885183,1
2001-10-02,96.14721116592587,0
2001-10-03,75.48072386370566,0
2001-10-04,93.45658266505502,0
2001-10-05,82.90479277599708,1
2001-10-06,101.2359094756921,0
2001-10-07,109.32366818513168,0
2001-10-08,102.600241522541,0
2001-10-09,100.7718666236751,1
2001-10-10,89.07845528380945,0
2001-10-11,102.48561609859458,0
2001-10-12,82.92521675519313,0
2001-10-13,109.22479724764236,0
2001-10-14,100.50904124971058,0
2001-10-15,119.90630796777239,0
2001-10-16,87.64896837313016,0
2001-10-17,104.0065801018824,0
2001-10-18,92.9140345493395,0
2001-10-19,92.44853582975168,0
2001-10-20,89.64518008018658,0
2001-10-21,106.16307747939913,0
2001-10-22,108.93288626275454,1
2001-10-23,87.47277843156945,0
2001-10-24,83.39236145997155,0
2001-10-25,90.12711684697467,0
2001-10-26,105.55413470370588,0
2001-10-27,102.45934571019572,0
2001-10-28,104.97813281084224,0
2001-10-29,77.57120990843438,0
2001-10-30,80.48004029878938,0
2001-10-31,110.13610668501771,0
2001-11-01,100.81657691896835,1
2001-11-02,76.47712066273283,0
2001-11-03,80.11376800407857,0
2001-11-04,69.1752370332621,0
2001-11-05,83.42456869702555,0
2001-11-06,105.29700616314274,0
2001-11-07,86.95385603149192,1
2001-11-08,97.21397640994465,0
2001-11-09,121.6674243066939,0
2001-11-10,111.81351234052723,0
2001-11-11,92.07468761179379,0
2001-11-12,108.39181224061086,0
2001-11-13,92.70284946665116,0
2001-11-14,84.95047388806901,0
2001-11-15,91.44700270101417,0
2001-11-16,90.61825011950069,0
2001-11-17,93.76357328827538,1
2001-11-18,101.57424189012495,0
2001-11-19,81.34847789150244,0
2001-11-20,95.36382234548225,0
2001-11-21,106.70493585244695,1
2001-11-22,91.38410988902787,1
2001-11-23,71.1184522005381,0
2001-11-24,93.81311638544452,0
2001-11-25,113.04848175838845,0
2001-11-26,93.83259309432128,0
2001-11-27,82.02908784945649,0
2001-11-28,80.48205391289963,0
2001-11-29,115.33080045037534,1
2001-11-30,132.08312070165053,1
2001-12-01,84.52148142195259,0
2001-12-02,83.57947848974037,0
2001-12-03,109.30704211152734,0
2001-12-04,96.2626019770626,0
2001-12-05,81.47657256774033,0
2001-12-06,86.96843922844056,0
2001-12-07,102.150898034762,1
2001-12-08,81.85613543268539,0
2001-12-09,90.55602406536772,0
2001-12-10,84.28201688074755,0
2001-12-11,87.47233481635278,0
2001-12-12,83.46658184214631,0
2001-12-13,94.09641732991744,0
2001-12-14,95.88002523927217,1
2001-12-15,99.58419414756064,0
2001-12-16,108.61188515139865,0
2001-12-17,99.72264617937113,0
2001-12-18,74.24245440277781,0
2001-12-19,118.26896350794621,0
2001-12-20,75.37976652275431,0
2001-12-21,79.27845823450293,1
2001-12-22,108.08307396543212,1
2001-12-23,97.89182139719699,0
2001-12-24,95.6515236767756,0
2001-12-25,94.61491841696201,0
2001-12-26,84.89402074277955,0
2001-12-27,94.33449431032972,0
2001-12-28,108.03724199292321,0
2001-12-29,105.70579133966365,1
2001-12-30,103.19084037427236,0
2001-12-31,104.98055055542977,0
2002-01-01,107.91414884826817,0
2002-01-02,95.4624145049884,0
2002-01-03,103.06358766546796,0
2002-01-04,109.97471437594702,0
2002-01-05,98.96059169424998,0
2002-01-06,97.85522768297837,1
2002-01-07,104.04682431493691,0
2002-01-08,89.26161674216802,0
2002-01-09,106.51698633976069,0
2002-01-10,121.24356487467362,0
2002-01-11,97.5728960637039,0
2002-01-12,132.57500842855018,1
2002-01-13,121.38854402361048,0
2002-01-14,90.20074262893928,0
2002-01-15,103.0885613453392,0
2002-01-16,114.90677250809028,1
2002-01-17,91.75648329024943,0
2002-01-18,108.85777843320815,0
2002-01-19,88.74863652562303,1
2002-01-20,106.06227419484495,0
2002-01-21,99.12357744534857,1
2002-01-22,94.78094474116261,0
2002-01-23,71.04331762560211,0
2002-01-24,110.90261995610577,1
2002-01-25,96.8478402599796,0
2002-01-26,110.78980743418956,1
2002-01-27,89.36607116867876,0
2002-01-28,108.40954498169349,0
2002-01-29,98.20563225637159,0
2002-01-30,80.9309233382033,0
2002-01-31,111.38391803663686,0
2002-02-01,93.15006616762723,0
2002-02-02,111.19916382410243,0
2002-02-03,103.09902441409501,1
2002-02-04,101.01327059075108,0
2002-02-05,113.68963423200763,0
2002-02-06,106.0405363829072,0
2002-02-07,79.43599323731806,0
2002-02-08,96.98413826572371,0
2002-02-09,109.02298092738285,0
2002-02-10,89.52719656302443,0
2002-02-11,77.40518811899904,0
2002-02-12,84.29897741421736,0
2002-02-13,79.34283900042129,0
2002-02-14,105.11973395717239,0
2002-02-15,131.5521622919522,0
2002-02-16,85.16180794033879,0
2002-02-17,117.94780716766638,0
2002-02-18,93.54695549915522,0
2002-02-19,94.33734593809105,0
2002-02-20,123.77270468207549,0
2002-02-21,135.84054241486646,0
2002-02-22,77.9423671666916,1
2002-02-23,99.0787235530316,0
2002-02-24,108.76461225733921,1
2002-02-25,87.37386081762132,0
2002-02-26,103.31248369019451,0
2002-02-27,112.9718640183774,0
2002-02-28,116.94964416443175,0
2002-03-01,101.43165328551308,0
2002-03-02,84.98909388379865,0
2002-03-03,91.12800612371016,0
2002-03-04,100.98988181276803,0
2002-03-05,91.27070712295787,1
2002-03-06,72.36130262456538,0
2002-03-07,95.87340923733396,0
2002-03-08,89.86624479981036,0
2002-03-09,86.27404124976991,1
2002-03-10,71.48899685334459,0
2002-03-11,92.39585477024544,0
2002-03-12,83.99959079199573,0
2002-03-13,86.45371494635641,0
2002-03-14,88.28800117937433,0
2002-03-15,95.58635610845795,0
2002-03-16,102.49103656231108,1
2002-03-17,96.0107125760345,1
2002-03-18,106.2699148712727,0
2002-03-19,82.46979396373285,0
2002-03-20,92.08916840706163,0
2002-03-21,106.73853521265588,0
2002-03-22,105.08176472192038,0
2002-03-23,84.22202007732837,0
2002-03-24,126.15028280316228,0
2002-03-25,114.5049069395825,0
2002-03-26,99.04806946768748,0
2002-03-27,91.90044035821691,0
2002-03-28,114.69519760642139,1
2002-03-29,115.08682568338001,0
2002-03-30,98.04221761325415,0
2002-03-31,104.49547902444188,1
2002-04-01,85.54261010181702,1
