CustomerID,Age,SpendCategory,TransactionAmount,ProductCategory
53469,55,Medium,46.6095264744511,Electronics
41903,20,Medium,509.7532619730142,Home
79542,37,High,100.64377880487206,Beauty
87538,64,High,430.388519249954,Home
57670,22,Low,356.32304538579046,Clothing
96562,23,Medium,44.124193721599866,Home
61279,42,Low,873.963749365046,Electronics
23950,42,Low,182.13789969030577,Home
39763,29,Low,357.2052466895271,Clothing
61901,18,Low,1208.8138756344392,Clothing
67587,59,Medium,1043.7369561582586,Electronics
34584,20,Medium,1139.0450928087812,Electronics
58284,38,Low,412.445724342969,Beauty
30038,22,Medium,468.7273566574951,Clothing
57567,32,Low,174.5018237392587,Electronics
70037,21,High,201.86545825680832,Beauty
52283,36,Low,693.0944748520881,Beauty
48207,34,High,739.8388996915033,Beauty
53256,25,Low,168.39108000735052,Beauty
59148,54,Low,224.34333562534005,Clothing
61522,41,Medium,560.6497595047539,Clothing
45371,21,High,92.49793152871277,Electronics
15747,41,Medium,510.9058134184704,Home
33949,36,Low,182.11546620771603,Clothing
60403,41,High,569.4151806745352,Clothing
12966,58,Low,752.9326345356287,Beauty
54088,62,High,224.26068710466183,Clothing
83107,38,High,280.0950408818936,Electronics
29391,34,Low,826.2933246062153,Home
66965,25,Low,968.6953527931323,Electronics
49974,48,Medium,275.94819385458084,Clothing
30581,36,Medium,433.8257776226952,Beauty
55272,28,Low,181.8698957912227,Electronics
14025,63,Medium,118.57363908979706,Home
47025,67,Medium,176.94090242017518,Beauty
57390,40,Low,355.8487232114771,Beauty
79489,54,High,285.5849240049483,Electronics
28678,45,Low,109.24543609956339,Electronics
16317,40,Medium,30.77357958910737,Beauty
46235,29,Low,128.2393771668252,Home
92952,33,Low,571.9826365459242,Clothing
72348,33,High,599.8738901932024,Clothing
77007,31,High,700.1978009224414,Electronics
80649,24,Medium,415.0475878287958,Electronics
41507,38,Medium,1161.862774055521,Electronics
72784,38,Medium,286.08692095690475,Electronics
63223,58,Medium,323.74952518775007,Home
17739,52,Medium,307.6060843994186,Clothing
76684,63,Low,199.85445368638636,Beauty
34616,41,Low,422.1145436566946,Clothing
98400,18,Medium,60.8216132174984,Electronics
95676,31,High,527.0867359177322,Beauty
75283,37,High,635.3648529789467,Home
25545,45,Medium,656.0920801795206,Home
50176,35,Low,147.88219319789633,Electronics
21602,20,High,183.62605589236668,Electronics
66413,44,High,440.97130918150003,Clothing
86694,23,High,248.72802335584225,Electronics
72526,21,High,634.3304721341877,Electronics
88839,18,Low,312.9955245935798,Beauty
33047,38,Low,215.06016481317886,Beauty
46564,52,High,262.68269080238775,Clothing
78983,45,Low,456.73505007646276,Clothing
18276,35,Low,140.54447193788982,Home
87146,69,Medium,1186.3786699118345,Beauty
22737,69,Medium,634.256979433245,Beauty
14457,52,Medium,223.94585298844888,Clothing
64522,38,Medium,198.52727260725865,Electronics
21151,33,High,166.30366929508597,Home
85958,43,Medium,320.09860937936315,Electronics
20915,56,Medium,123.68351660729027,Beauty
78175,26,Low,313.1032528625041,Clothing
35606,40,High,269.31875136393637,Home
23698,19,Low,101.64611498941969,Home
60082,20,Low,241.48924597990646,Beauty
23681,50,Low,189.19972442718603,Home
73011,41,Medium,356.0023854096401,Clothing
23050,40,High,96.50804422387125,Beauty
57182,23,Medium,87.1095161051883,Clothing
81438,38,High,241.86700865739152,Clothing
97747,64,Low,340.51998896952705,Beauty
30193,22,High,283.59481885811124,Home
85321,30,Low,220.40359651841013,Beauty
89842,57,Medium,375.4287847632669,Clothing
25017,30,Low,129.29232795205397,Clothing
84848,36,Medium,99.02967869352368,Electronics
36257,26,Medium,82.16203202162946,Clothing
11924,20,Medium,413.5227393814069,Clothing
12440,48,Low,1127.5158165242801,Clothing
71907,63,Medium,157.8316087258524,Beauty
98933,56,High,107.60903679110643,Clothing
46210,30,High,554.8764499216883,Beauty
74904,58,High,632.868516333954,Beauty
40737,28,High,195.48351359244322,Electronics
93127,58,Medium,273.60053302042957,Clothing
68510,28,High,345.60499493249716,Clothing
81118,63,Low,1054.686589456088,Clothing
75018,64,High,114.99917996609743,Clothing
18354,66,High,149.07027042838337,Home
80183,18,Low,251.84835413573157,Clothing
90050,52,Low,4.883556623032347,Electronics
59019,52,High,432.78136086445926,Beauty
52043,20,Medium,430.11083042291614,Home
23539,21,Low,139.51474400208957,Clothing
53575,41,Medium,333.82183297268307,Electronics
20985,47,Medium,428.27360288484317,Clothing
24419,49,High,297.7016597436346,Home
86840,66,Medium,85.20007369600287,Home
57640,37,Medium,687.0375596567826,Electronics
55437,53,Medium,193.21553650670873,Beauty
50028,30,High,483.3750310817976,Electronics
35814,56,Low,501.6475931714867,Home
38552,21,High,402.3167509838403,Clothing
85992,45,Low,161.7667016009869,Home
56453,57,Medium,334.3305685121036,Clothing
49724,60,Low,192.28865310957778,Electronics
58576,68,Low,894.4135156602701,Home
39317,24,Low,28.182852908170958,Clothing
20159,26,Low,282.32024279389816,Beauty
75742,39,Medium,378.145583214171,Beauty
45590,21,Low,176.94349916504703,Beauty
35409,53,Low,700.26596022027,Clothing
30705,50,Medium,502.95743210061863,Home
89650,23,Low,651.057291715822,Home
69201,20,High,528.6807277490157,Clothing
65985,52,Low,151.9066155462627,Clothing
74898,50,High,121.70835496993323,Electronics
98169,24,High,81.89459427557048,Clothing
95067,58,High,144.21038058535416,Home
47379,52,Medium,222.9032364028004,Home
88010,64,High,526.9858946733732,Clothing
50902,20,High,165.50166156420534,Clothing
57635,60,Medium,408.50743691124734,Clothing
13719,35,Medium,260.93222635386815,Electronics
98014,20,High,468.7755428486841,Home
55703,69,Medium,603.3031248579015,Home
28449,56,Low,365.21165514234264,Beauty
96300,44,High,101.86466153656843,Clothing
58429,26,High,388.5196551058101,Electronics
53939,34,Low,798.0985874671031,Beauty
23301,58,Medium,139.3111597772093,Electronics
63897,59,Low,757.0872268224056,Clothing
74339,62,Low,181.70769624948213,Home
59089,22,Medium,306.71106285766984,Electronics
34569,63,Medium,153.1402815105449,Clothing
16400,21,High,271.16678008231025,Beauty
86419,31,High,853.8098247737729,Home
36543,46,High,82.59852610251347,Home
28788,28,Medium,729.4502363699364,Clothing
36412,39,High,228.0173845359141,Home
50303,59,Low,253.37795309957687,Electronics
81676,22,High,79.9527204134154,Home
32542,29,Medium,143.02970345002572,Electronics
66764,38,Medium,493.5423936769788,Beauty
67091,32,High,430.00047646432364,Electronics
63335,41,Medium,733.1913001871411,Clothing
96860,30,Medium,126.28770573834467,Clothing
21658,49,High,424.7590345427143,Home
57089,43,High,271.058443117644,Electronics
24410,57,Low,543.2926649636955,Beauty
51280,43,Medium,29.055012194804235,Electronics
98823,53,High,295.1680998654361,Electronics
37881,62,Low,353.2284238902627,Electronics
65925,47,Medium,315.12653729439273,Electronics
89077,64,Medium,158.5312500331187,Home
81457,26,Low,468.16110853252593,Electronics
71168,41,Medium,335.1101847159747,Beauty
10331,55,High,90.26601053006088,Clothing
43084,35,Low,57.82932863414681,Clothing
98164,26,Low,352.4822709530824,Electronics
90119,39,High,111.89317309409994,Home
79087,55,Low,327.7749303892375,Clothing
48866,38,High,421.76544563432714,Home
70252,24,High,31.166039671932587,Clothing
17792,29,Medium,233.1819167324984,Electronics
38892,53,Medium,190.75692794005806,Clothing
35938,28,Medium,209.07296407683643,Beauty
90884,20,Medium,130.22681052527722,Electronics
56978,44,Medium,581.1224974111641,Electronics
99383,24,High,654.4933119981556,Beauty
52692,19,Low,162.26794566257504,Electronics
83110,27,Low,151.3563282824527,Clothing
30957,20,Medium,35.96597456146989,Beauty
24111,34,High,142.84066906070828,Home
41767,60,High,227.08911716972838,Beauty
99968,18,High,129.28789192553398,Clothing
87746,51,Low,78.317486698256,Home
57986,30,High,712.6950131918197,Electronics
11209,31,Medium,350.7365343626435,Home
26553,34,High,553.5785766260251,Beauty
41736,51,Medium,235.4423278293358,Electronics
96316,34,Low,168.15223754514136,Beauty
25023,68,Low,472.6585151945252,Beauty
29819,58,High,436.10812226546295,Beauty
77413,42,Low,116.17955333988259,Beauty
30436,61,Low,441.5631669934955,Clothing
78784,47,High,348.28492860444015,Home
63025,65,Low,296.9960098182576,Beauty
85919,53,Medium,207.66853221873848,Home
18714,28,High,309.427830882036,Home
46320,38,Medium,342.0247129948253,Clothing
42235,37,Low,437.4884786743553,Beauty
97525,46,High,415.9646417049416,Beauty
78242,21,Medium,309.4917749522503,Home
91755,51,High,176.92973341130894,Beauty
42668,59,Medium,37.77645806389571,Electronics
78068,58,Medium,439.19535318146706,Clothing
59973,34,High,293.66003148483617,Electronics
46276,29,Medium,287.07729452761646,Electronics
59346,21,High,63.374172421237695,Clothing
26849,58,Low,626.7029026491263,Beauty
45793,31,Medium,193.9602352370322,Beauty
67297,21,Medium,430.63991528190985,Electronics
58287,51,Medium,147.9871241349277,Beauty
12537,35,Medium,80.8993482063131,Beauty
42867,30,Low,380.5563602846409,Beauty
18307,27,High,310.88847299745987,Home
39051,31,High,221.66547254768724,Electronics
64866,26,High,86.6556197630982,Home
37447,60,Low,920.7092184922471,Beauty
20302,37,Low,120.13352457647792,Clothing
81811,18,High,227.97041916276623,Beauty
90266,61,High,921.6883744299514,Electronics
94610,46,Low,216.47029999143084,Electronics
77438,34,Low,712.2325834641694,Home
45791,66,Medium,346.6422436095927,Electronics
23739,25,High,641.6361832561752,Beauty
91221,34,High,657.2053089890904,Home
65214,38,High,107.73941026025462,Beauty
94513,42,High,1316.661654867269,Beauty
49286,37,High,709.7993144145127,Electronics
47707,42,Medium,251.43033031645354,Clothing
74790,38,Low,609.170618816473,Home
17139,30,Medium,228.17526353947088,Beauty
38967,30,Medium,617.4017673195224,Electronics
38786,64,High,231.75812041943473,Electronics
24828,67,Medium,559.9325010604484,Home
17224,47,Medium,328.7383007164515,Beauty
62078,30,High,603.7721769318265,Electronics
54173,57,Medium,260.9173898589842,Electronics
49630,24,Medium,547.3181388203657,Home
41371,68,Low,321.2105526176506,Beauty
86394,59,High,390.5540754368587,Home
44594,29,High,134.80321360006567,Clothing
58205,19,Medium,247.53979498765548,Clothing
43793,31,High,675.3605069099091,Home
76321,59,Low,248.16424090983466,Electronics
60952,34,Medium,331.1406232774981,Home
41114,30,Low,271.12168452660825,Electronics
37865,18,Medium,368.85170876071936,Clothing
15186,64,Medium,101.2865142029537,Beauty
82772,18,High,234.87593898942455,Home
67704,64,High,302.30246616369215,Beauty
49369,43,Medium,63.32334105686485,Home
62549,69,Low,1169.5605771343185,Clothing
43994,64,Medium,438.62579738454474,Home
78176,63,Medium,509.31831648463077,Home
46417,30,Medium,559.1743473510152,Home
71700,51,Low,405.55717912811764,Beauty
74276,57,High,1059.8997120113231,Home
48405,26,High,185.6239798816702,Clothing
45971,68,Low,71.8661698643335,Electronics
85528,36,High,225.90930884004817,Clothing
70740,40,Medium,77.72285037626993,Clothing
17293,58,High,301.181018089385,Home
52376,45,High,171.97679961562707,Clothing
74314,47,Low,660.3818357894027,Home
34234,24,Low,606.1105966994752,Home
67679,31,Medium,65.37575788987198,Electronics
32322,19,Medium,305.1061063326042,Clothing
82483,29,High,312.9060367868475,Clothing
10843,60,Low,239.21236311687073,Home
59145,66,Low,98.00523947011064,Home
36216,19,Medium,166.95353728719587,Electronics
72689,45,High,512.1216286297522,Beauty
65714,45,High,54.40474245141501,Home
59916,29,Low,693.6814330134002,Electronics
53299,47,Low,186.42535713464753,Home
74723,64,Low,1293.5465569367948,Home
17403,57,Low,128.86179372707548,Home
31013,57,Medium,458.1259389726092,Beauty
68436,39,Medium,1705.847885105985,Beauty
11604,35,Low,199.796599668788,Home
52229,31,High,291.8261499335683,Clothing
22862,42,Medium,712.5086368916907,Electronics
21594,27,Low,566.7215002955763,Clothing
82042,53,Low,686.9653374304695,Clothing
78326,65,High,795.8224477520419,Electronics
69856,65,High,76.59858228619059,Home
60404,66,Low,395.4554625040454,Beauty
46709,26,Medium,784.6400097912505,Home
87950,28,Medium,264.2494064334089,Beauty
35233,44,High,404.8887209005694,Home
59009,30,Medium,398.4235737845545,Electronics
31617,18,Medium,228.58248233487464,Clothing
69944,56,Medium,267.86321032610846,Clothing
81328,28,Low,144.09449950133285,Clothing
42723,20,Low,312.77151391651773,Clothing
94406,19,Medium,826.0356186207332,Electronics
58465,63,Low,805.2080355569324,Clothing
53415,59,High,202.44381579712916,Beauty
90460,41,Medium,52.674011476773245,Electronics
94763,37,Medium,323.6473405068463,Clothing
38618,66,High,57.18680962529288,Beauty
29622,57,Medium,216.62325466836495,Electronics
66852,32,Medium,670.7267750401477,Clothing
48052,23,Medium,221.24490184191666,Clothing
78225,37,High,503.1004494384738,Clothing
24899,39,Low,112.49601775627482,Electronics
16954,19,Low,723.9288889388839,Electronics
41089,32,Medium,222.90714465887714,Clothing
73015,65,Low,637.8999793954,Home
49818,51,Medium,727.6518042835164,Electronics
58848,63,High,235.31117689411315,Beauty
97181,48,High,99.32501100264246,Beauty
88593,47,Medium,316.6328733465708,Home
52150,45,Medium,112.97995242022185,Beauty
83406,69,Medium,239.7051239849751,Beauty
93262,50,Low,328.4823316645349,Beauty
60806,58,High,300.78192356507276,Electronics
80289,66,Medium,86.65316989182955,Beauty
82672,38,Low,639.6839953615336,Home
35564,63,Medium,315.8003728993053,Clothing
54505,40,High,720.7605821664241,Electronics
59149,59,High,672.3914809260945,Electronics
75657,30,High,589.045274200238,Home
62347,62,Medium,1227.4563776254406,Clothing
77750,43,High,223.5216591522327,Electronics
62143,36,Medium,206.6993795071618,Clothing
69022,44,Low,589.4764129097842,Electronics
44837,57,Low,147.47719735740586,Home
64547,24,Low,297.0444745930261,Clothing
20076,42,Medium,477.1135247181849,Home
87784,66,High,694.9300339048469,Clothing
11962,57,High,304.6101531120807,Electronics
30407,53,Medium,9.780980181870124,Electronics
81978,24,Low,666.4428096224137,Beauty
65572,37,Low,709.5107097657935,Beauty
57919,41,Medium,232.63161399777567,Home
94289,45,High,501.61470618124093,Beauty
28703,66,High,779.8625759733801,Clothing
62391,22,High,696.5781000953757,Home
15555,69,High,572.0814924146155,Clothing
11892,53,Low,421.41418992007493,Electronics
49175,48,High,1288.3092536035524,Beauty
86025,68,Medium,364.2276183324626,Electronics
56541,50,High,33.60686477135369,Beauty
90749,41,Low,248.941953425158,Electronics
57542,27,High,316.7285990652239,Beauty
62990,55,High,457.1829234187308,Clothing
99429,61,Medium,215.4334212242188,Electronics
77025,66,High,347.64956461075286,Beauty
36628,22,High,662.4658123769974,Electronics
46777,48,Medium,1141.0113794930376,Clothing
91518,26,Medium,104.547077441287,Beauty
77357,49,Medium,310.08012303986715,Electronics
88088,58,Medium,98.17000011548303,Clothing
93192,22,Low,259.0112072833879,Electronics
52846,68,High,170.01826731926943,Clothing
69176,44,High,466.14540669293,Beauty
86594,45,Low,404.7659687163086,Home
84424,60,Medium,203.1756224071775,Clothing
86092,29,High,325.237728269236,Clothing
96134,22,Medium,162.76756037976804,Electronics
60921,25,Medium,540.8400771232463,Beauty
29225,34,Low,395.8337666931074,Beauty
99861,25,Low,382.8562734574942,Electronics
54084,51,Medium,48.1768632234036,Electronics
80899,40,High,100.03855229350694,Beauty
91836,35,Medium,139.977231059874,Electronics
11117,68,High,1120.220366364028,Home
17447,27,Medium,202.6889619973316,Electronics
70507,56,Medium,1251.6624708891554,Home
27196,58,High,457.5994758912229,Electronics
12460,61,Low,88.18177931442045,Clothing
63490,61,Low,508.5440199895065,Beauty
30103,22,Medium,145.50217202724204,Clothing
66383,60,High,1113.3098873024182,Clothing
84582,34,Low,212.3509700384303,Electronics
54906,64,High,139.05403060407215,Beauty
85976,28,Low,418.4877828879886,Home
79578,64,High,272.8848313661567,Clothing
69141,65,Medium,599.5623643368383,Beauty
59326,36,High,641.4748955151924,Clothing
54023,38,Medium,265.15210488238006,Home
90865,61,Low,337.53136582468954,Home
43461,20,High,624.85891609093,Home
84275,57,Low,881.8284632199019,Clothing
15976,60,Low,430.7049103663,Beauty
62449,18,Medium,401.44901971291694,Home
14368,41,High,447.29695469756774,Electronics
13023,53,Medium,468.8547654035972,Beauty
84511,23,High,326.1586596767043,Electronics
71891,27,Low,1826.925913847548,Electronics
57664,64,Low,414.3807446655829,Beauty
60680,57,High,34.7666348687153,Beauty
59245,63,Low,176.9909494223091,Electronics
19522,51,Low,241.3393288668992,Electronics
52721,41,Medium,121.13520327216223,Electronics
49428,40,Low,399.68128702801386,Beauty
24176,37,Low,107.68647074118418,Electronics
96969,55,Low,213.8338313144847,Clothing
94141,52,High,183.4513533109334,Electronics
29126,51,Low,167.8967141426863,Home
11096,63,Medium,295.42587053023664,Clothing
39840,67,Medium,244.99935621802987,Beauty
64155,64,Medium,139.48942668487615,Beauty
56743,53,Medium,913.6774880421664,Clothing
28487,33,Low,611.5085124386671,Electronics
80265,40,Medium,240.63625939272225,Electronics
90765,61,High,538.6802697622364,Beauty
95582,66,High,1002.3481145849072,Clothing
59277,18,Low,115.30605944360728,Electronics
74086,69,High,287.25025456833424,Home
41185,26,High,168.95548465708004,Clothing
57893,29,Low,223.15290410877654,Beauty
32381,54,Low,887.8343154681592,Electronics
58555,34,Medium,307.1837670974354,Electronics
64826,20,Medium,936.0324680016611,Electronics
79710,55,Low,324.3281291138149,Beauty
21764,46,High,305.6476922057516,Beauty
68132,48,Low,207.95431897896978,Clothing
31882,52,Medium,336.5688427431074,Home
49175,55,Low,530.891497253087,Home
45120,43,Low,51.11050755698441,Beauty
16883,30,High,693.23190808258,Clothing
79756,36,Low,37.617240670602115,Clothing
38293,49,Medium,224.8866049308438,Beauty
34656,64,Low,105.26286253530589,Beauty
52604,44,High,221.31711157634126,Electronics
75710,56,Low,370.7676273934074,Home
51307,30,High,657.162227875792,Electronics
20104,69,Low,627.6326893375178,Beauty
35966,51,High,99.54978023415117,Clothing
60710,36,Low,371.58044859560823,Home
27822,36,Low,395.16657537448685,Clothing
12925,20,Low,535.605593828916,Beauty
82522,20,Low,219.69140573724295,Home
14819,43,Low,282.3096548470815,Beauty
15371,23,Medium,17.15094846723933,Clothing
80239,30,Medium,227.78893956166817,Beauty
21984,63,Low,218.33305017605377,Electronics
98632,55,High,124.27063948314164,Home
98297,44,High,54.71642353011196,Beauty
92277,58,Medium,550.9283225143857,Home
95317,41,Medium,865.7451546568271,Home
19280,27,Medium,335.876970684818,Clothing
10292,33,High,216.89369186494795,Electronics
80979,40,Medium,217.97959398015797,Electronics
19182,64,Medium,1039.4392677673177,Beauty
54362,29,Medium,376.5932258190212,Home
12576,45,Low,284.09573772610065,Electronics
10819,30,Low,1213.821830540131,Beauty
54450,35,Medium,590.507970766671,Beauty
96145,19,High,712.9299253127405,Clothing
73399,63,Low,252.31993301708283,Home
62772,34,Medium,662.4426589362338,Clothing
34313,40,Low,217.73311205641184,Beauty
82248,40,High,329.5232496873848,Clothing
24857,18,Medium,588.5901503427115,Electronics
37083,60,Medium,587.797212106817,Home
96608,31,Low,547.3073132973293,Clothing
37565,29,Medium,32.076773344972196,Home
15751,31,Low,152.4333578085185,Home
39285,66,High,227.44214913956725,Clothing
81150,61,Low,581.8351981425847,Beauty
47402,55,Medium,290.4220373450434,Beauty
96276,58,High,101.73312565244595,Beauty
95564,61,High,413.08388860113297,Electronics
13207,66,High,636.9087950243025,Beauty
12656,33,Low,85.94902407453657,Electronics
27634,51,High,146.1413523963838,Home
52772,35,Medium,172.27138699987995,Electronics
36418,65,High,312.91160204867936,Home
89694,27,High,459.9831655665576,Home
90632,36,Low,436.112157742682,Clothing
94793,47,Low,263.81584531353457,Home
42720,21,Medium,303.44232642451016,Clothing
47907,24,Medium,358.4134672004343,Electronics
82103,33,Low,770.7087605558401,Beauty
13460,68,High,775.3732233627912,Clothing
70041,54,Low,631.9517426728693,Beauty
45282,22,Low,230.82415476433243,Beauty
47052,56,Low,97.06386413850173,Electronics
40312,66,Medium,544.8678399554641,Beauty
15504,50,Medium,245.76049072534764,Clothing
97982,52,Medium,901.5305095464324,Beauty
95089,65,Medium,67.72848706218281,Electronics
27048,51,High,262.33579704280527,Home
97257,50,Medium,1158.4818688751816,Clothing
74783,56,Medium,448.8999075203441,Electronics
39100,27,High,139.91411940664648,Clothing
90447,20,High,23.618433076972632,Home
12632,67,Low,397.77028399838315,Beauty
58699,46,High,659.4319035520157,Electronics
78601,52,High,1004.9351632849172,Home
56046,48,Medium,91.17306326793422,Clothing
37694,56,Medium,582.5327309435062,Beauty
27343,32,Medium,97.61287729726772,Home
25406,18,Medium,448.1968803996976,Beauty
44775,36,High,104.51548681052792,Electronics
72240,54,Medium,440.7573877528449,Home
43489,44,Medium,51.947749168892734,Home
83236,38,Low,604.6917206360627,Beauty
99438,24,High,534.1125538828228,Beauty
90190,60,High,482.0814017356224,Beauty
44022,50,High,208.66035253730826,Electronics
77881,19,Low,304.15672985961345,Electronics
44429,31,High,534.8036735318886,Beauty
23170,59,High,525.0357590020402,Home
80954,20,Medium,1060.374615825826,Clothing
27475,31,High,507.01202523315044,Home
37296,22,Medium,997.2208953513845,Home
32123,34,Low,865.44295549871,Electronics
16960,56,Medium,263.8178924791283,Electronics
58723,18,Low,102.85705990521663,Electronics
68408,60,Low,238.60876564679668,Electronics
44339,45,Low,36.58859111708021,Home
45783,55,Medium,218.23666539299577,Electronics
82542,65,Low,346.63463682405427,Beauty
29830,31,Medium,474.49784945240765,Electronics
93349,34,Medium,246.83435172679523,Beauty
91129,32,Medium,625.1446520152384,Beauty
89355,63,Low,853.3392341603347,Beauty
26625,24,Medium,573.6249123338423,Clothing
93987,59,Medium,644.7050221936767,Clothing
50106,68,Low,340.5371592607321,Clothing
25575,24,Medium,850.5216068859701,Clothing
53848,64,Low,548.7568216313115,Home
82423,41,Low,220.46596980029113,Clothing
47903,43,Low,843.3755228531288,Clothing
99370,31,Medium,91.70981879261541,Clothing
87988,64,Medium,396.71527092668543,Beauty
80913,36,High,573.3058945812733,Home
45168,43,High,215.05635049155276,Beauty
95078,33,High,161.35796494700213,Beauty
53878,51,Low,920.1491927840032,Beauty
89792,19,High,11.034853094873709,Home
83501,18,Medium,50.78208753254423,Home
16902,65,Low,660.3469423311303,Clothing
92797,68,Low,174.1432313354791,Beauty
90624,53,Medium,206.20329954148292,Beauty
82545,52,High,161.1821043660337,Home
29464,60,High,165.3663892925466,Home
13534,41,Medium,299.6922535368519,Beauty
87335,66,Medium,1050.1677025648307,Clothing
17791,22,High,466.10940715152253,Home
19512,46,Medium,536.4225330366995,Home
31720,58,High,490.36836416465974,Home
24563,18,Medium,23.453343027235505,Beauty
62255,26,High,231.06818989560261,Beauty
94756,53,Medium,510.7622129447969,Beauty
72694,33,Low,316.9458620891148,Clothing
94037,32,Low,94.58287817119819,Beauty
52094,27,Low,68.69840108392543,Beauty
70504,54,Medium,157.82751430948554,Beauty
40622,33,High,220.9612871158998,Home
78253,55,High,365.14490214939053,Electronics
32798,65,High,76.43673645442456,Home
99361,53,Low,34.85601166759889,Clothing
37167,32,Low,294.3312797092728,Electronics
57373,20,High,425.8656572953166,Electronics
18381,36,Medium,134.301056177799,Clothing
20961,58,Medium,311.80670600829575,Beauty
24349,54,High,798.6841256885394,Home
95845,65,High,129.36278156869992,Clothing
27871,20,Medium,699.7101532632894,Clothing
35143,25,High,184.09425366326747,Clothing
30207,41,Medium,88.30018517017571,Electronics
73412,31,Medium,160.05984197780475,Home
79040,52,Low,588.4217302461421,Clothing
12622,33,Low,170.1429831720646,Home
39477,24,Low,662.1742758405221,Electronics
10913,58,High,272.4586039681366,Home
73766,52,Medium,94.73343950436191,Clothing
23055,25,High,156.52079351796053,Electronics
67391,29,High,351.6715636641874,Electronics
